lep_n,jet_n,photon_n,tau_n,met,met_mpx,met_mpy,truth_jet_n,truth_elec_n,truth_muon_n,truth_tau_n,truth_photon_n,eventNumber,runNumber,m_ee,m_4l,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_e_0,lep_e_1,lep_e_2,lep_e_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,source_file
4,4,0,0,317.84305,-108.73367,-298.66568,3,0,4,2,0,7717,284500,,1113.90836637599,381.6996154785156,104.36654663085938,100.25691223144531,224.3140869140625,-1.1141561269760132,-1.2206913232803345,0.04610772058367729,0.8287057280540466,0.1960122287273407,-1.0303349494934082,2.6918928623199463,2.2144293785095215,644.1539916992188,192.27223205566406,100.36355590820312,305.8485412597656,13.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,137.20631,-107.697235,-85.01103,4,1,4,0,1,7658,284500,,1277.9820879790527,33.032554626464844,188.72080993652344,243.5077362060547,555.7266845703125,-0.021172599866986275,0.17025867104530334,-1.891283631324768,-0.5422702431678772,-1.278469204902649,3.0837557315826416,-1.477832555770874,1.2242698669433594,33.03995895385742,191.46278381347656,825.3389282226562,639.456298828125,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,2,471.93924,465.97656,-74.78315,6,0,3,0,4,7105,284500,,646.2720196240947,7.012153148651123,361.2868957519531,86.1768798828125,420.9508972167969,0.6294030547142029,1.0847196578979492,0.10047556459903717,0.24447529017925262,-0.8719658255577087,-3.0857996940612793,-0.5016791224479675,-3.1345701217651367,8.447541236877441,595.5104370117188,86.6123046875,433.59344482421875,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,418.7023,-418.62228,-8.187144,4,0,4,1,2,7415,284500,,1151.3202737042138,17.16126251220703,756.44873046875,521.2671508789062,71.67826843261719,0.27766814827919006,0.477875292301178,0.8444598317146301,1.8171148300170898,2.9139132499694824,0.41226014494895935,-1.0863929986953735,-2.857161521911621,17.827085494995117,844.4781494140625,718.4390869140625,226.38046264648438,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,3,180.05856,-112.461586,140.6182,7,1,4,0,1,12245,284500,,1210.0430727711355,510.2775573730469,94.25582122802734,135.93934631347656,117.89974975585938,0.19810035824775696,0.9569507837295532,-0.8046974539756775,2.256854772567749,-1.0562751293182373,1.8835328817367554,2.4280900955200195,0.10567211359739304,520.3229370117188,140.80914306640625,182.37918090820312,569.3187255859375,13.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,1,404.03027,272.2604,-298.5209,7,1,2,1,0,12397,284500,110.81589827815804,1054.8269468385386,188.8375244140625,11.567059516906738,530.0987548828125,367.5498046875,0.2954372763633728,-1.4737526178359985,0.37434259057044983,-0.10253436118364334,-0.03774889186024666,1.3242605924606323,-2.4945931434631348,2.181478977203369,197.13882446289062,26.573301315307617,567.676513671875,369.4836120605469,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,1,1,1,38.473083,10.615705,-36.97952,5,0,5,0,1,2848,284500,,2335.2324811380695,345.2070617675781,206.17440795898438,575.9155883789062,128.2152557373047,-1.8368103504180908,0.8634672164916992,0.8913594484329224,0.3601338267326355,-1.0502939224243164,-0.40883415937423706,2.0963852405548096,2.2845418453216553,1110.84375,287.92938232421875,820.2593383789062,136.6200714111328,13.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,1,2,265.05078,125.35004,-233.53647,6,0,4,0,2,2364,284500,,1069.988328150729,42.730369567871094,253.0144805908203,270.37579345703125,469.254638671875,0.7506968379020691,0.888211727142334,1.4131689071655273,0.1774187833070755,-0.8148638606071472,-1.0758967399597168,2.9986062049865723,2.466961145401001,55.346797943115234,359.5550537109375,588.3818359375,476.65948486328125,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,0,259.19946,-148.50085,212.44258,3,1,3,0,0,4757,284500,,1054.522753424144,154.4932403564453,16.738637924194336,626.8616333007812,345.98748779296875,-0.3928311765193939,0.8333464860916138,0.7358625531196594,-0.07287786900997162,1.7847658395767212,2.9076478481292725,-0.7568880319595337,-1.7489739656448364,166.56773376464844,22.895341873168945,804.3805541992188,346.90673828125,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,68.25949,42.094337,-53.73477,7,0,3,0,2,4562,284500,,869.4729262209697,73.82463073730469,352.4740295410156,138.63409423828125,408.63348388671875,-0.5086202025413513,0.2846583127975464,-0.3513326346874237,0.6156308650970459,0.023611731827259064,-2.4993929862976074,-2.7911295890808105,-0.9146602153778076,83.58128356933594,366.8512878417969,147.27862548828125,488.5466003417969,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,0,464.62244,36.383522,463.19568,6,1,2,0,0,4780,284500,41.643749085648295,1731.1925208641387,47.576560974121094,12.906030654907227,327.2742614746094,1160.803955078125,0.42310118675231934,1.552351713180542,1.5688406229019165,-0.07488628476858139,1.779004693031311,0.5088636875152588,0.6243880987167358,-1.8395973443984985,51.89891815185547,31.84119415283203,819.7181396484375,1164.0604248046875,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,4,0,96.08224,96.0133,-3.6390245,9,2,2,1,4,4453,284500,129.76263154605326,793.1993665202732,107.90555572509766,64.05538177490234,205.44229125976562,153.1626739501953,-0.22099918127059937,1.1968477964401245,-1.511609435081482,-1.603731632232666,-0.1727757453918457,-0.42974308133125305,-1.2493945360183716,3.1312150955200195,110.55138397216797,115.67801666259766,488.3955993652344,396.1318664550781,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,1,0,1,309.68323,135.23521,-278.59494,4,1,3,1,0,4670,284500,,930.416342992642,79.60647583007812,100.04196166992188,232.3289337158203,240.85984802246094,0.13307739794254303,-0.14170369505882263,-1.73496675491333,-2.3739442825317383,-1.298901081085205,2.9351367950439453,1.3927921056747437,0.5816388726234436,80.31241607666016,101.0481185913086,678.9982299804688,1304.591064453125,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,254.51405,-253.63138,-21.178392,4,2,2,1,2,4314,284500,132.37920459567613,1298.07469310886,75.99574279785156,96.45074462890625,440.51129150390625,291.4175109863281,0.35326284170150757,1.4908322095870972,1.673220157623291,-0.4331420958042145,2.3825511932373047,-2.881946086883545,-0.8599105477333069,0.5142884850502014,80.78719329833984,225.01837158203125,1215.1378173828125,319.184326171875,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,0,0,0,237.44397,219.71457,-90.02862,6,1,3,1,1,4229,284500,132.29102122784244,1116.4671073874097,200.57110595703125,80.86260986328125,400.23193359375,166.72207641601562,-0.7751755714416504,-0.7039469480514526,1.0080804824829102,1.3895446062088013,-1.529306173324585,-2.618715524673462,-1.7854382991790771,1.7061911821365356,263.91107177734375,101.73914337158203,621.4110717773438,355.3023376464844,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,1,0,1,104.88752,-2.1613965,-104.86525,7,2,3,0,2,4608,284500,,1000.7481382456214,145.59034729003906,229.1390838623047,473.4049987792969,84.00888061523438,-0.03484911099076271,0.2784614861011505,0.9989584684371948,-1.032711148262024,-1.1142809391021729,2.5303103923797607,3.0654590129852295,-0.8204386234283447,145.6787567138672,238.08047485351562,729.9230346679688,132.93194580078125,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,7,0,0,168.47977,168.20592,-9.602078,9,1,3,0,1,4802,284500,74.15310410041076,643.0081984173869,47.02736282348633,37.012413024902344,567.7852172851562,27.220029830932617,0.48250553011894226,0.6516875624656677,-1.3522422313690186,-1.5427571535110474,-0.9225863218307495,-3.0940518379211426,2.714928150177002,0.597645103931427,52.6086540222168,45.1540641784668,1170.9842529296875,66.57020568847656,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,3,0,0,134.66649,-127.417015,-43.588585,6,1,3,0,1,4158,284500,31.92572726772203,436.23585996936083,50.130271911621094,7.064887046813965,196.40782165527344,33.69755935668945,-1.1075373888015747,0.26536041498184204,1.4422677755355835,0.19725173711776733,-3.0147454738616943,2.419952869415283,-0.5591493844985962,-3.1369073390960693,84.15034484863281,7.315091133117676,438.6444396972656,34.35540771484375,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,6,0,1,163.25145,142.33414,79.950165,5,0,4,0,0,4228,284500,,1366.0575533530139,168.52687072753906,420.3949279785156,98.05401611328125,437.9717712402344,1.3701070547103882,0.3763453960418701,-0.7965362668037415,-0.43741682171821594,0.31719157099723816,-2.1348705291748047,-0.24620647728443146,2.4708826541900635,353.05133056640625,450.5195007324219,130.84007263183594,480.54345703125,13.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,395.83612,1.0116547,395.83484,6,2,3,0,0,4376,284500,,2336.5085675850396,227.892333984375,1157.5003662109375,187.88385009765625,490.7889099121094,-0.5227648019790649,1.2585991621017456,1.4991265535354614,0.8370736837387085,2.147751569747925,-1.191632866859436,0.5103201866149902,3.002866506576538,259.7475280761719,2201.877197265625,441.6305236816406,673.0125122070312,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,0,530.0441,513.41974,-131.70805,5,0,3,1,3,4183,284500,,1052.9335012104002,105.3365478515625,51.6797981262207,562.6895141601562,317.41082763671875,-0.007162675727158785,0.5825439095497131,0.6333373785018921,-0.08596287667751312,-0.26865166425704956,0.13925403356552124,1.4024269580841064,-2.3721508979797363,105.33924865722656,60.69965744018555,679.364501953125,318.5843200683594,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,6,0,0,90.22334,89.871956,-7.9550896,7,1,3,1,3,16824,284500,,621.0733968348493,75.97753143310547,12.613211631774902,139.27548217773438,107.40447998046875,1.6458382606506348,1.133202314376831,-0.5304007530212402,-1.5658103227615356,-2.8695366382598877,1.9218779802322388,0.14971017837524414,0.5011174082756042,204.31138610839844,21.6166934967041,159.32997131347656,268.2679748535156,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,2,175.93639,134.65388,113.23402,5,1,2,0,3,16865,284500,76.47293539858352,2026.0356994610047,41.957054138183594,19.918798446655273,841.9278564453125,155.40951538085938,0.8417747616767883,-0.9308910965919495,-1.1738543510437012,2.0976033210754395,1.9616062641143799,-0.09914238005876541,-3.010366201400757,0.4903441369533539,57.72087860107422,29.190710067749023,1491.7313232421875,642.569580078125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,0,102.82969,98.78833,-28.544891,4,1,2,1,3,16979,284500,334.9400381957949,2080.1072657779337,184.82310485839844,144.4120330810547,1099.7235107421875,559.5107421875,-0.7712838649749756,-0.06118050217628479,0.11247152835130692,0.7460342645645142,-1.268811821937561,1.2968311309814453,-1.680649757385254,1.920894742012024,242.57662963867188,144.68238830566406,1106.6865234375,722.5703125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,0,263.71152,-152.57338,-215.0933,5,2,2,0,6,16277,284500,136.9829301937027,1371.0453882600598,482.1666564941406,10.806618690490723,257.8652038574219,270.80816650390625,-0.12285929173231125,-0.5644509196281433,-1.6557202339172363,0.785986065864563,-2.1940534114837646,1.7408376932144165,-1.177133321762085,0.24147671461105347,485.81024169921875,12.574335098266602,699.8209838867188,358.85333251953125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,0,64.67333,-3.6667597,-64.569305,3,1,3,0,1,16560,284500,,1465.7117082092323,83.6907958984375,535.43701171875,346.8604431152344,232.83409118652344,-1.2836190462112427,-0.11488369107246399,0.9855251908302307,-0.4008186161518097,-2.9129178524017334,-1.3511494398117065,0.7624439001083374,2.07432222366333,162.6410369873047,538.9743041992188,529.3890991210938,251.78890991210938,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,1,427.77145,179.99701,388.05865,3,1,3,0,0,16889,284500,,1306.4415843465802,163.94007873535156,189.29449462890625,376.4975280761719,241.9359588623047,-0.4156247079372406,1.0919638872146606,0.8522199988365173,2.22477650642395,-0.9283784627914429,1.0505982637405396,-2.1881771087646484,-2.845628499984741,178.30491638183594,313.8197937011719,521.6964111328125,1132.2005615234375,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
