lep_n,jet_n,photon_n,tau_n,met,met_mpx,met_mpy,truth_jet_n,truth_elec_n,truth_muon_n,truth_tau_n,truth_photon_n,eventNumber,runNumber,m_ee,m_4l,lep_pt_0,lep_pt_1,lep_pt_2,lep_pt_3,lep_eta_0,lep_eta_1,lep_eta_2,lep_eta_3,lep_phi_0,lep_phi_1,lep_phi_2,lep_phi_3,lep_e_0,lep_e_1,lep_e_2,lep_e_3,lep_type_0,lep_type_1,lep_type_2,lep_type_3,source_file
4,4,0,1,143.14154,101.11938,-101.31324,9,1,4,0,0,26101,284500,,1294.4410674813423,45.7620735168457,363.4671630859375,415.3096618652344,331.9193115234375,-0.19236887991428375,-0.7095257639884949,-0.48293381929397583,0.47145405411720276,-0.7221713066101074,2.9924256801605225,-0.8294323086738586,1.190220832824707,46.611419677734375,458.8598937988281,464.6885986328125,369.4953308105469,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,0,214.98473,-140.74934,162.50552,3,2,2,0,0,26509,284500,374.44639433597973,1215.0263345378926,216.52383422851562,100.39717102050781,490.89422607421875,242.84678649902344,1.265897512435913,-0.6912826895713806,0.3944714367389679,-0.43105965852737427,1.8917779922485352,3.0669846534729004,-0.2261795699596405,-1.222001314163208,414.45477294921875,125.35629272460938,529.5855102539062,265.76031494140625,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,0,495.449,-18.901777,-495.08832,4,2,2,0,3,26883,284500,28.40286634406135,1184.0469327600485,89.2116928100586,65.81986999511719,718.8941040039062,210.79360961914062,-1.140175461769104,-1.3472181558609009,-0.5007748007774353,0.9950255155563354,-1.5770741701126099,-1.8854893445968628,1.7837142944335938,2.981097936630249,153.75991821289062,135.15029907226562,810.9342041015625,324.04327392578125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,0,468.07373,446.68826,-139.86642,3,2,2,2,2,26690,284500,115.71417332087759,1283.019413778923,61.65977096557617,56.591522216796875,297.0071105957031,721.3451538085938,0.04461655020713806,0.04262254387140274,0.8525322675704956,-0.8099950551986694,-2.714759349822998,0.020615460351109505,-2.0071167945861816,2.4198498725891113,61.72114944458008,56.64293670654297,411.6389465332031,971.20361328125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,1,1,256.4241,24.254982,-255.27438,7,0,6,1,1,26881,284500,,799.5836068010308,15.953657150268555,328.555419921875,40.75748825073242,698.9054565429688,0.5179315805435181,-0.5980069041252136,-1.3513280153274536,-0.7010287642478943,-1.1583625078201294,1.085651159286499,-0.6898809671401978,2.4882395267486572,18.14173126220703,389.07489013671875,83.98999786376953,877.7903442382812,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,0,0,0,203.27177,-200.78836,31.677282,4,1,3,0,1,26672,284500,54.74200853160903,937.0290542459157,36.562294006347656,8.174901962280273,371.6461486816406,472.6263427734375,-0.005190917290747166,2.4035897254943848,1.3198797702789307,0.35626816749572754,0.1515960395336151,-0.7854335904121399,2.3795313835144043,0.08594544231891632,36.56278610229492,45.588199615478516,745.1763305664062,502.9394836425781,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,337.2866,106.10743,320.16162,5,2,3,0,1,26572,284500,21.30021186147298,2131.321761962911,47.0292854309082,26.171850204467773,894.9122924804688,626.9266357421875,-1.1899954080581665,-1.7748898267745972,-1.376160979270935,0.3936689496040344,1.0693658590316772,1.1984676122665405,-1.4223823547363281,2.713369607925415,84.44786834716797,79.42021942138672,1884.7825927734375,676.1362915039062,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,283.23584,282.60577,-18.881477,4,2,2,0,2,14667,284500,242.20505311817445,1306.4917359784627,218.04776000976562,208.2137908935547,499.5886535644531,418.9127502441406,-0.8338975310325623,-0.7237045764923096,-1.4375072717666626,-0.8847551345825195,0.5342099070549011,-0.6683034300804138,-2.920414447784424,2.688887357711792,298.3577575683594,265.161376953125,1111.011962890625,593.85205078125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,4,0,1,461.53647,-406.88498,217.85442,7,1,2,0,2,15522,284500,74.64238488070836,1082.3169267381595,209.81700134277344,10.683636665344238,7.986977577209473,527.6583251953125,-0.9368621110916138,0.4200913906097412,-0.244134321808815,1.258426547050476,2.1761982440948486,2.771193742752075,0.07777179032564163,0.05606657639145851,308.8313903808594,11.640289306640625,8.226180076599121,1003.6007080078125,11.0,11.0,11.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,0,332.3737,126.69435,-307.2797,6,0,3,2,3,15976,284500,,977.3999585317001,10.78038501739502,517.8397216796875,236.25770568847656,348.7275085449219,-0.3679610788822174,-1.6812045574188232,-0.33978134393692017,-0.4455181062221527,0.2925868332386017,1.2256715297698975,0.7491443753242493,-0.12729352712631226,11.518463134765625,1439.1212158203125,250.02757263183594,383.91259765625,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,4,0,0,224.84315,51.531986,-218.85817,4,1,3,0,0,15793,284500,29.747787393654455,657.4884942234572,94.06678771972656,10.22529411315918,61.222068786621094,515.8842163085938,-0.9877645373344421,-0.33257248997688293,-0.48584532737731934,0.6700032353401184,-0.5424565672874451,-1.2462131977081299,2.088027238845825,1.7577733993530273,143.8108673095703,10.79600715637207,68.59101104736328,636.072509765625,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,1,595.93005,-493.69626,-333.76138,6,2,4,0,6,15671,284500,207.0583029231949,782.7738597669828,166.27435302734375,31.296743392944336,10.445984840393066,721.6724853515625,-1.0272853374481201,0.7901761531829834,0.8139699697494507,-0.0689828172326088,2.1667075157165527,-1.258513331413269,-1.329141616821289,0.034691713750362396,262.00262451171875,41.58632278442383,14.10179328918457,723.3902587890625,11.0,11.0,11.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,1,243.26451,186.8083,155.82133,5,1,3,1,1,15867,284500,33.495804622036275,949.6296390127737,93.65664672851562,8.87405014038086,495.1117858886719,483.6445007324219,0.2705838680267334,1.1827201843261719,1.550851583480835,0.9710166454315186,0.0377618633210659,0.7286635041236877,-2.0386407375335693,2.9235785007476807,97.10618591308594,15.83877182006836,1219.8443603515625,730.1400756835938,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,2,0,0,394.43262,370.98138,-133.97737,4,1,3,0,1,12292,284500,95.73663132622274,981.9511382693775,122.80376434326172,112.36127471923828,361.0942077636719,609.93896484375,0.052552636712789536,-0.6753162741661072,-0.3840665817260742,-0.5878804326057434,-0.5820476412773132,-0.9162333607673645,2.5085949897766113,2.677971601486206,122.97338104248047,138.97120666503906,388.0552062988281,718.4081420898438,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,0,0,1,92.17974,-73.504,-55.626133,6,0,4,0,2,12360,284500,23.307896989482813,759.6668201095972,64.75804138183594,20.860624313354492,351.7230224609375,327.3327941894531,-1.2405146360397339,-0.7873954176902771,-1.2255346775054932,-0.8579591512680054,-1.1297156810760498,-1.5729888677597046,-0.06185101717710495,2.44378399848938,121.31212615966797,27.668420791625977,650.6150512695312,455.38037109375,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,132.73093,-91.3025,-96.339775,8,1,2,0,3,12323,284500,67.93264768504483,1461.2842364796772,112.06219482421875,38.62358856201172,553.476806640625,598.7042846679688,-0.012098174542188644,-0.04708400368690491,1.076922059059143,0.023751424625515938,-2.529897928237915,2.6689560413360596,-0.5956748723983765,1.847365379333496,112.07039642333984,38.66640853881836,906.67041015625,598.8732299804688,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,1,0,1,218.4529,-153.65608,-155.2787,4,2,3,0,0,12857,284500,,1744.0247418137155,218.13958740234375,46.885536193847656,283.7867736816406,148.61288452148438,-0.22014492750167847,1.4489948749542236,-1.8403376340866089,1.9481021165847778,-2.704665422439575,1.7778151035308838,0.8430289626121521,-0.6158785820007324,223.44691467285156,105.3433609008789,916.2664184570312,531.8784790039062,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,0,593.18744,477.81952,351.51074,5,2,4,1,3,12615,284500,20.63430972713462,755.1013889734534,116.59229278564453,18.741220474243164,258.4625549316406,278.2091064453125,0.4588625133037567,0.35700908303260803,-1.584311604499817,-0.3400355875492096,-1.3535594940185547,-0.9206845164299011,-0.010425740852952003,0.8602925539016724,129.08370971679688,19.94829559326172,656.6270751953125,294.44854736328125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,1,81.25276,-58.334293,-56.56078,9,0,4,0,6,12601,284500,,700.5017547891557,44.196388244628906,270.0321044921875,521.3668823242188,126.22250366210938,1.120572566986084,-0.3397485315799713,0.4851101338863373,0.3290027976036072,0.5179267525672913,0.5732703804969788,-0.7383484840393066,0.48476535081863403,74.97259521484375,285.7673645019531,583.9265747070312,133.11572265625,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,1,2,1,382.56042,88.226006,372.24814,6,0,4,0,5,12760,284500,,1953.8527533939582,1470.11328125,115.82662963867188,489.72857666015625,67.32648468017578,0.33301448822021484,-0.4605463445186615,0.33665844798088074,0.8340132236480713,-1.751023530960083,1.7825214862823486,0.7713599801063538,3.0751068592071533,1552.38623046875,128.32891845703125,517.7443237304688,92.13108825683594,13.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,0,311.50937,-5.755292,311.4562,6,0,4,0,0,12079,284500,,1456.2923633298794,58.076194763183594,432.2008972167969,44.04811477661133,1028.203857421875,-0.6051759719848633,0.3370693325996399,-0.35024258494377136,0.8100164532661438,2.223167657852173,2.702956438064575,0.7084240913391113,-1.4646813869476318,69.03961181640625,456.9866638183594,46.777652740478516,1384.3714599609375,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,0,0,0,328.59445,-49.843758,-324.79208,3,1,3,0,1,12544,284500,,1885.1152005158424,254.4775848388672,158.7017059326172,103.83352661132812,898.2242431640625,-1.8592841625213623,0.9130632281303406,-1.2346186637878418,-1.4384509325027466,-1.6365711688995361,-0.010256463661789894,-1.4966495037078857,1.3006627559661865,836.5853881835938,229.58087158203125,193.54640197753906,1999.20361328125,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,4,0,2,249.10583,-60.097134,241.74791,12,3,3,0,2,12052,284500,357.9805434835238,861.8988897966897,216.43751525878906,87.45794677734375,154.10501098632812,110.54723358154297,-0.5721216797828674,0.9458255171775818,1.7645858526229858,-0.19361966848373413,0.7227765321731567,-2.528580665588379,-0.24682991206645966,2.683893918991089,252.83685302734375,129.58193969726562,463.1172790527344,112.62589263916016,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,6,0,0,414.84534,383.7623,-157.55365,10,1,2,0,6,12674,284500,175.3349586535281,1160.0302671395243,187.93711853027344,41.38624572753906,12.660423278808594,1729.9124755859375,-0.19685830175876617,0.11032190173864365,0.11425424367189407,-0.8885557055473328,-1.2713382244110107,2.2502074241638184,2.21181321144104,2.8594040870666504,191.59048461914062,41.63835525512695,12.743147850036621,2458.953369140625,11.0,11.0,11.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,0,81.589294,11.756023,80.73791,6,0,4,0,1,13612,284500,,1637.1171597632824,37.09825897216797,848.2628784179688,56.21003723144531,589.0968627929688,-1.0537090301513672,0.16291876137256622,-0.4742897152900696,0.7411908507347107,1.9235919713974,-0.9410523772239685,0.9057392477989197,2.4286210536956787,59.67091751098633,859.5453491210938,62.65178298950195,758.4560546875,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,4,0,0,225.10976,-161.66576,156.64796,9,0,4,1,6,13270,284500,0.9945916747093106,354.3869386773964,108.5901107788086,16.07102394104004,9.321799278259277,299.3080139160156,1.0195993185043335,1.0167454481124878,1.024543046951294,-0.15399238467216492,1.5716748237609863,1.5952881574630737,1.602625846862793,0.2129247486591339,170.09681701660156,25.11864471435547,14.657515525817871,302.8638916015625,11.0,11.0,11.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,1,88.313095,83.48255,28.807383,6,1,3,0,5,13627,284500,38.023075643857275,1186.0188613184403,139.7237548828125,60.26285171508789,359.8986511230469,512.5995483398438,-0.13286691904067993,0.0961703434586525,1.3139092922210693,-0.2628101110458374,0.04936932027339935,-0.2973491847515106,-1.9790980815887451,-2.7256293296813965,140.95887756347656,60.541744232177734,717.9002685546875,530.4041137695312,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,1,70.67955,1.9885796,70.65157,6,1,3,0,1,4836,284500,,868.1938401986872,72.07469940185547,74.55364227294922,468.11083984375,431.9476623535156,-0.5660837292671204,-1.6576080322265625,-0.27496933937072754,0.0721421092748642,2.0765719413757324,-2.714437961578369,-0.3645332157611847,-0.8808284997940063,83.93460083007812,202.68678283691406,485.91912841796875,433.0721740722656,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,1,253.16116,-215.33392,133.12354,11,1,2,0,3,4983,284500,28.9227455182809,665.8645078721933,18.98672866821289,8.275388717651367,330.0998840332031,403.13043212890625,-0.5542743802070618,0.7055106163024902,-0.10909394174814224,-0.8697969317436218,2.3961126804351807,-0.03465794771909714,-0.6727166771888733,-2.35444974899292,21.978717803955078,10.421762466430664,332.0661926269531,565.4837646484375,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,7,0,1,53.173615,-34.70338,-40.28782,8,1,2,0,1,4592,284500,81.92169117634025,1656.3724821694823,136.04815673828125,10.573753356933594,454.31085205078125,357.52618408203125,0.32314518094062805,-0.546283483505249,-0.5448647141456604,2.087887763977051,-1.8847049474716187,0.8812146782875061,0.875817596912384,1.5432895421981812,143.2134552001953,12.191121101379395,523.4331665039062,1464.392333984375,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,0,514.7239,-117.611275,501.10706,5,1,3,1,0,4986,284500,,1208.3341515103268,135.04774475097656,917.4259033203125,207.7081756591797,114.91998291015625,0.8759350180625916,0.6385912895202637,-0.5055133700370789,0.3440808355808258,1.555819034576416,-1.4309418201446533,-0.6199170351028442,3.027254343032837,190.2547149658203,1110.9324951171875,234.8174591064453,121.79019165039062,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,178.04321,116.24964,-134.8533,6,1,3,0,4,4149,284500,62.82990083490639,2355.934664547565,135.35154724121094,8.755382537841797,642.4981689453125,793.94384765625,1.0085088014602661,-0.6249768733978271,-1.419999361038208,0.5719656348228455,-0.31392815709114075,-0.43320584297180176,-2.0548348426818848,2.434060573577881,210.21937561035156,10.521678924560547,1406.69580078125,927.3904418945312,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,1,0,0,246.39642,-19.328293,245.63716,3,0,4,1,2,4944,284500,,1059.943432990022,181.12606811523438,10.512924194335938,310.8401794433594,129.1306915283203,-1.2269320487976074,-1.229878306388855,-2.09458327293396,0.737764835357666,1.9213840961456299,1.9211663007736206,-1.1977792978286743,-1.6896998882293701,335.4400329589844,19.517986297607422,1281.4661865234375,165.89666748046875,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,0,230.30345,226.4087,42.175632,5,1,2,0,4,4867,284500,108.51178256177167,966.1094493231891,120.4659652709961,84.2986068725586,554.5894165039062,402.8504943847656,-1.0048909187316895,-1.6112415790557861,-1.085923194885254,-1.5568697452545166,0.0999632254242897,1.014970064163208,-2.3379194736480713,-3.0923573970794678,186.58334350585938,219.54165649414062,915.0068969726562,998.0103759765625,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,1,307.96808,-212.86562,-222.55917,7,1,2,0,4,4566,284500,454.6491093811355,1117.520695400839,163.2724151611328,74.1152114868164,88.90711975097656,233.83412170410156,-0.862271785736084,1.8525340557098389,2.205211877822876,1.8520774841308594,-2.5517215728759766,0.29531174898147583,-2.338127851486206,0.29494819045066833,227.82521057128906,242.08975219726562,408.1903991699219,763.4633178710938,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,1,258.1674,-241.30519,-91.77257,5,0,3,1,7,4649,284500,,684.8993393471227,8.278155326843262,99.81578826904297,647.7824096679688,263.6181640625,0.6437970399856567,0.3686246871948242,0.3512340486049652,0.23307490348815918,2.122026205062866,-2.370112895965576,-0.5358325839042664,-1.8861196041107178,10.053776741027832,106.67467498779297,688.15185546875,270.81103515625,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,2,168.70323,-19.815023,167.53552,7,1,3,0,1,4124,284500,69.52615636238137,1048.4403050066062,104.14764404296875,59.66284942626953,422.19500732421875,379.7361755371094,-0.112028107047081,0.7433359622955322,0.5736657977104187,-0.8893978595733643,1.7867333889007568,1.7627389430999756,-1.0184870958328247,-1.5759788751602173,104.80186462402344,76.91925811767578,493.5918273925781,540.092529296875,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,0,0,0,42.725685,1.9910078,-42.679268,3,2,2,0,2,4094,284500,289.14378889028995,2005.407312735773,306.22259521484375,25.424894332885742,616.2603759765625,256.3985900878906,-0.5166028738021851,1.8630926609039307,-0.8230896592140198,1.8637126684188843,-0.5169708132743835,0.975747287273407,2.0220751762390137,0.9753583073616028,348.0016174316406,83.8872299194336,837.0661010742188,846.46484375,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,1,0,353.97977,141.39842,-324.5122,6,1,2,0,2,4028,284500,27.78566191666078,646.3904834147235,55.10844802856445,16.485273361206055,430.7351989746094,260.0162048339844,0.0652344673871994,0.779200553894043,0.7135277986526489,1.5086950063705444,-0.5744970440864563,-0.00278571923263371,1.8726328611373901,2.959092617034912,55.22574996948242,21.748210906982422,545.115234375,616.5017700195312,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,2,233.00406,-162.0584,-167.41556,9,2,2,0,0,4448,284500,64.4976805264517,1237.2805095490792,186.74856567382812,15.959854125976562,368.0513916015625,506.0311584472656,-0.7014051675796509,-1.4449634552001953,0.9280762672424316,0.16207022964954376,-2.2841663360595703,3.0611979961395264,-2.1162006855010986,0.2787693738937378,234.6002960205078,35.729740142822266,538.2662963867188,512.691650390625,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,1,1,0,282.1133,-255.0371,120.5985,8,1,3,0,3,13955,284500,,754.6815515418078,12.325628280639648,159.83509826660156,90.62350463867188,660.111328125,-0.008553772233426571,0.5392106175422668,0.7680147886276245,-0.4477572739124298,1.6815054416656494,-1.6498606204986572,2.9300010204315186,-0.8351656198501587,12.326078414916992,183.63946533203125,118.69038391113281,727.39599609375,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,2,0,0,73.178474,55.62599,-47.548283,4,4,2,0,0,13868,284500,345.89080733602225,1391.5740210977133,294.8448181152344,81.47386932373047,419.78607177734375,434.4118347167969,0.711509644985199,-0.33488088846206665,1.238818645477295,0.18365199863910675,-1.2646554708480835,2.3483388423919678,2.9017529487609863,0.5900798439979553,372.6789245605469,86.08517456054688,785.264404296875,441.7583923339844,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
5,3,0,0,155.3248,-103.186806,116.09597,5,2,3,0,1,16666,284500,269.27524622438,880.1415001211487,150.59716796875,85.56768035888672,29.12047004699707,485.07061767578125,-0.5011828541755676,1.3851945400238037,0.3585202097892761,-0.6281311511993408,2.277804374694824,-3.029085397720337,-2.7014992237091064,-1.0227735042572021,169.9102325439453,181.65496826171875,31.012128829956055,583.9505615234375,11.0,11.0,11.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,1,176.73228,-154.29634,-86.17968,5,1,2,0,2,16499,284500,143.90525685293827,522.1479243355586,151.77084350585938,33.74528503417969,9.069186210632324,307.2614440917969,0.139601930975914,-0.10109798610210419,-0.07029992341995239,1.304530143737793,-2.4149651527404785,0.6050270795822144,-2.7156875133514404,1.9145950078964233,153.2521514892578,33.917884826660156,9.091606140136719,607.9562377929688,11.0,11.0,11.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,3,0,1,262.1309,105.92427,-239.77623,7,1,3,0,2,21762,284500,,661.0103633624125,7.249128341674805,21.175933837890625,387.50494384765625,272.23248291015625,1.064284324645996,-1.4252219200134277,0.9221066832542419,2.0103416442871094,1.013551115989685,-0.21870996057987213,1.2050340175628662,0.5818973183631897,11.7571382522583,46.57908248901367,564.258056640625,1034.4576416015625,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,5,0,0,192.12979,41.230846,-187.6536,7,0,4,0,2,21806,284500,11.609457892217263,388.4669783578271,18.06520652770996,7.8053669929504395,60.73075866699219,36.28892517089844,-1.5280770063400269,-1.825539231300354,-1.303521752357483,2.4292025566101074,-1.8439284563064575,-0.8755626678466797,-0.8113036155700684,1.1224207878112793,43.593666076660156,24.849445343017578,120.05915069580078,207.5352020263672,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,8,1,2,673.5087,399.6021,542.15515,9,1,2,1,3,21051,284500,29.91389167858395,2228.024444468628,71.35044860839844,7.865079879760742,773.3104858398438,1604.8634033203125,-0.2536565065383911,0.6493633389472961,-0.22601692378520966,-0.02416909858584404,-0.3242805600166321,0.5534444451332092,1.9440083503723145,-1.8600939512252808,73.6581802368164,9.582420349121094,793.146484375,1605.3321533203125,11.0,11.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
4,4,0,1,176.80687,-53.1859,-168.6177,7,2,3,0,1,21056,284500,,1103.5306153984868,91.26634979248047,250.7135467529297,403.5403137207031,135.46693420410156,0.2890227138996124,0.5724698901176453,-1.2250715494155884,0.38105159997940063,-2.0855281352996826,1.220129370689392,0.6658343076705933,2.7560226917266846,95.10488891601562,292.92999267578125,746.1755981445312,145.42147827148438,11.0,13.0,13.0,13.0,ODEO_FEB2025_v0_4lep_mc_312613.aMcAtNloPy8EG_A14N30NLO_LQd_gstML_0p3_nonallhad_M1000.4lep.root
