n,identical_prime_pair,propE_base,propO_base,propI_base,propE_altA,propO_altA,propI_altA,propE_altB,propO_altB,propI_altB,propE_altC,propO_altC,propI_altC,collatz_steps,collatz_max,divergence_ratio,time_to_peak_ratio,log_n,mod3,mod4,mod6,mod12,mod30,center_distance_base,center_distance_altA,center_distance_altB,center_distance_altC,mag_bin,near_center
30,0,0.4444444444444444,0.16666666666666666,0.3888888888888889,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.3888888888888889,0.2222222222222222,0.3888888888888889,18,160,5.333333333333333,0.4444444444444444,3.4011973816621555,0,2,0,6,0,0.1852592444503674,0.1784708711578779,0.43574825669172396,0.14401645996461912,4-100,1
32,0,0.0,0.0,1.0,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.0,1.0,5,32,1.0,0.0,3.4657359027997265,2,0,2,8,2,0.6164414002968976,0.6164414002968976,0.5099019513592785,0.6164414002968976,4-100,0
34,1,0.15384615384615385,0.07692307692307693,0.7692307692307693,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.23076923076923078,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.0,0.7692307692307693,13,52,1.5294117647058822,0.15384615384615385,3.5263605246161616,1,2,4,10,4,0.3301425189826913,0.18873606379054306,0.4379889490919002,0.3424589121469549,4-100,1
36,0,0.47619047619047616,0.047619047619047616,0.47619047619047616,0.47619047619047616,0.14285714285714285,0.38095238095238093,0.19047619047619047,0.6666666666666666,0.14285714285714285,0.5238095238095238,0.0,0.47619047619047616,21,52,1.4444444444444444,0.47619047619047616,3.58351893845611,0,0,0,0,6,0.23415792101227137,0.22018339088946462,0.597766060460569,0.3010939992292807,4-100,1
38,1,0.19047619047619047,0.09523809523809523,0.7142857142857143,0.19047619047619047,0.42857142857142855,0.38095238095238093,0.09523809523809523,0.7142857142857143,0.19047619047619047,0.14285714285714285,0.0,0.8571428571428571,21,88,2.3157894736842106,0.19047619047619047,3.6375861597263857,2,2,2,2,8,0.26246692913372704,0.2800226748188411,0.6342099196813482,0.4384574072349373,4-100,1
40,0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.75,0.125,0.375,0.0,0.625,8,40,1.0,0.0,3.6888794541139363,1,0,4,4,10,0.6164414002968976,0.6164414002968976,0.6882949948968102,0.24748737341529167,4-100,0
42,0,0.25,0.125,0.625,0.25,0.0,0.75,0.25,0.5,0.25,0.375,0.0,0.625,8,64,1.5238095238095237,0.25,3.7376696182833684,0,2,0,6,12,0.1541103500742244,0.32403703492039304,0.39370039370059057,0.24748737341529167,4-100,1
44,0,0.3125,0.0625,0.625,0.3125,0.0,0.6875,0.25,0.5625,0.1875,0.1875,0.0,0.8125,16,52,1.1818181818181819,0.3125,3.784189633918261,2,0,2,8,14,0.18624580532189175,0.27443123000125186,0.4812094138730039,0.38770156048177057,4-100,1
46,1,0.375,0.125,0.5,0.375,0.0625,0.5625,0.125,0.5625,0.3125,0.3125,0.1875,0.5,16,160,3.4782608695652173,0.375,3.828641396489095,1,2,4,10,16,0.10606601717798214,0.16863421954040053,0.44405799170829025,0.017677669529663705,4-100,1
48,0,0.0,0.0,1.0,0.0,0.0,1.0,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.2727272727272727,0.0,0.7272727272727273,11,48,1.0,0.0,3.871201010907891,0,0,0,0,18,0.6164414002968976,0.6164414002968976,0.5345887428359692,0.30396824540546347,4-100,0
50,0,0.2916666666666667,0.041666666666666664,0.6666666666666666,0.2916666666666667,0.25,0.4583333333333333,0.125,0.7083333333333334,0.16666666666666666,0.20833333333333334,0.041666666666666664,0.75,24,88,1.76,0.2916666666666667,3.912023005428146,2,2,2,2,20,0.23003622903070434,0.06561673228343176,0.6325653238116116,0.30979383825735174,4-100,1
52,0,0.0,0.0,1.0,0.0,0.0,1.0,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.0,0.7272727272727273,11,52,1.0,0.0,3.9512437185814275,1,0,4,4,22,0.6164414002968976,0.6164414002968976,0.43006822445508613,0.30396824540546347,4-100,0
54,0,0.6964285714285714,0.16071428571428573,0.14285714285714285,0.6964285714285714,0.22321428571428573,0.08035714285714286,0.026785714285714284,0.23214285714285715,0.7410714285714286,0.6875,0.16964285714285715,0.14285714285714285,112,9232,170.96296296296296,0.6964285714285714,3.9889840465642745,0,2,0,6,24,0.5350233639758174,0.5777496368299532,0.36577950032381923,0.5278530349733838,4-100,0
56,0,0.0,0.0,1.0,0.0,0.0,1.0,0.21052631578947367,0.631578947368421,0.15789473684210525,0.47368421052631576,0.0,0.5263157894736842,19,56,1.0,0.0,4.02535169073515,2,0,2,8,26,0.6164414002968976,0.6164414002968976,0.5579443870657467,0.2661930235031956,4-100,0
58,1,0.10526315789473684,0.05263157894736842,0.8421052631578947,0.10526315789473684,0.0,0.8947368421052632,0.10526315789473684,0.6842105263157895,0.21052631578947367,0.15789473684210525,0.0,0.8421052631578947,19,88,1.5172413793103448,0.10526315789473684,4.060443010546419,1,2,4,10,28,0.4203283243810822,0.48346624720694376,0.5968059025500331,0.4209868369646572,4-100,0
60,0,0.47368421052631576,0.10526315789473684,0.42105263157894735,0.47368421052631576,0.05263157894736842,0.47368421052631576,0.10526315789473684,0.5789473684210527,0.3157894736842105,0.42105263157894735,0.0,0.5789473684210527,19,160,2.6666666666666665,0.47368421052631576,4.0943445622221,0,0,0,0,0,0.21301164573524278,0.22929495695570487,0.46417352758630187,0.24675175094170618,4-100,1
62,1,0.6822429906542056,0.14018691588785046,0.17757009345794392,0.6822429906542056,0.2336448598130841,0.08411214953271028,0.028037383177570093,0.24299065420560748,0.7289719626168224,0.6728971962616822,0.14953271028037382,0.17757009345794392,107,9232,148.90322580645162,0.6822429906542056,4.127134385045092,2,2,2,2,2,0.5036351393300483,0.5658660483386646,0.3581061587888841,0.4955404231182228,4-100,0
64,0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,0.5,6,64,1.0,0.0,4.1588830833596715,1,0,4,4,4,0.6164414002968976,0.6164414002968976,0.3681787005729087,0.28284271247461906,4-100,0
66,0,0.07407407407407407,0.037037037037037035,0.8888888888888888,0.07407407407407407,0.2962962962962963,0.6296296296296297,0.14814814814814814,0.7037037037037037,0.14814814814814814,0.1111111111111111,0.0,0.8888888888888888,27,100,1.5151515151515151,0.07407407407407407,4.189654742026425,0,2,0,6,6,0.47836598876215014,0.27770369382452587,0.6329108402352126,0.47635446911613366,4-100,0
68,0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.6428571428571429,0.21428571428571427,0.21428571428571427,0.0,0.7857142857142857,14,68,1.0,0.0,4.219507705176107,2,0,2,8,8,0.6164414002968976,0.6164414002968976,0.5499536158548617,0.3591372882850438,4-100,0
70,0,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.07142857142857142,0.6428571428571429,0.14285714285714285,0.5,0.35714285714285715,0.21428571428571427,0.0,0.7857142857142857,14,160,2.2857142857142856,0.2857142857142857,4.248495242049359,1,2,4,10,10,0.09258200997725514,0.19272482233188634,0.3675622951505316,0.3591372882850438,4-100,1
72,0,0.0,0.0,1.0,0.0,0.0,1.0,0.09090909090909091,0.7272727272727273,0.18181818181818182,0.5454545454545454,0.0,0.45454545454545453,22,72,1.0,0.0,4.276666119016055,0,0,0,0,12,0.6164414002968976,0.6164414002968976,0.6503654408189062,0.31986567428653057,4-100,0
74,1,0.09090909090909091,0.045454545454545456,0.8636363636363636,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,0.5909090909090909,0.3181818181818182,0.13636363636363635,0.0,0.8636363636363636,22,112,1.5135135135135136,0.09090909090909091,4.30406509320417,2,2,2,2,14,0.4470287582961544,0.5010732283462062,0.4791521437492523,0.44610342350491994,4-100,0
76,0,0.22727272727272727,0.045454545454545456,0.7272727272727273,0.22727272727272727,0.0,0.7727272727272727,0.13636363636363635,0.6818181818181818,0.18181818181818182,0.13636363636363635,0.0,0.8636363636363636,22,88,1.1578947368421053,0.22727272727272727,4.330733340286331,1,0,4,4,16,0.2842999231111253,0.34593268346255357,0.6001377252399638,0.44610342350491994,4-100,1
78,0,0.3142857142857143,0.05714285714285714,0.6285714285714286,0.3142857142857143,0.2,0.4857142857142857,0.08571428571428572,0.5142857142857142,0.4,0.2571428571428571,0.11428571428571428,0.6285714285714286,35,304,3.8974358974358974,0.3142857142857143,4.356708826689592,0,2,0,6,18,0.19272482233188631,0.02020305089104422,0.39331142565532007,0.16035674514745463,4-100,1
80,0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,9,80,1.0,0.0,4.382026634673881,2,0,2,8,20,0.6164414002968976,0.6164414002968976,0.43574825669172396,0.26246692913372704,4-100,0
82,1,0.6909090909090909,0.13636363636363635,0.17272727272727273,0.6909090909090909,0.21818181818181817,0.09090909090909091,0.02727272727272727,0.23636363636363636,0.7363636363636363,0.6818181818181818,0.14545454545454545,0.17272727272727273,110,9232,112.58536585365853,0.6909090909090909,4.406719247264253,1,2,4,10,22,0.5137771327616288,0.5661235446160097,0.3627261335138182,0.5058337361179475,4-100,0
84,0,0.0,0.0,1.0,0.0,0.0,1.0,0.2222222222222222,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,9,84,1.0,0.0,4.430816798843313,0,0,0,0,24,0.6164414002968976,0.6164414002968976,0.3059088866208045,0.26246692913372704,4-100,0
86,1,0.13333333333333333,0.06666666666666667,0.8,0.13333333333333333,0.2,0.6666666666666666,0.1,0.5333333333333333,0.36666666666666664,0.16666666666666666,0.03333333333333333,0.8,30,196,2.2790697674418605,0.13333333333333333,4.454347296253507,2,2,2,2,26,0.36817870057290875,0.2357022603955158,0.41096093353126506,0.36817870057290875,4-100,1
88,0,0.0,0.0,1.0,0.0,0.0,1.0,0.058823529411764705,0.7058823529411765,0.23529411764705882,0.17647058823529413,0.0,0.8235294117647058,17,88,1.0,0.0,4.477336814478207,1,0,4,4,28,0.6164414002968976,0.6164414002968976,0.6198001687116164,0.3999134854537302,4-100,0
90,0,0.11764705882352941,0.058823529411764705,0.8235294117647058,0.11764705882352941,0.0,0.8823529411764706,0.11764705882352941,0.5294117647058824,0.35294117647058826,0.17647058823529413,0.0,0.8235294117647058,17,136,1.511111111111111,0.11764705882352941,4.499809670330265,0,2,0,6,0,0.3973092891945478,0.46845102922504817,0.4042165304143407,0.3999134854537302,4-100,0
92,0,0.4117647058823529,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.0,0.5882352941176471,0.11764705882352941,0.5882352941176471,0.29411764705882354,0.35294117647058826,0.0,0.6470588235294118,17,160,1.7391304347826086,0.4117647058823529,4.5217885770490405,2,0,2,8,2,0.182447793167892,0.2455133735848142,0.4757801824444986,0.2538288118869579,4-100,1
94,1,0.6761904761904762,0.14285714285714285,0.18095238095238095,0.6761904761904762,0.22857142857142856,0.09523809523809523,0.02857142857142857,0.24761904761904763,0.7238095238095238,0.6666666666666666,0.1523809523809524,0.18095238095238095,105,9232,98.2127659574468,0.6761904761904762,4.543294782270004,1,2,4,10,4,0.4965641587134747,0.55332431760543,0.3550095013260153,0.48836810026919675,4-100,0
96,0,0.0,0.0,1.0,0.0,0.0,1.0,0.08333333333333333,0.4166666666666667,0.5,0.25,0.0,0.75,12,96,1.0,0.0,4.564348191467836,0,0,0,0,6,0.6164414002968976,0.6164414002968976,0.3064129385141706,0.32403703492039304,4-100,0
98,0,0.08,0.04,0.88,0.08,0.12,0.8,0.12,0.52,0.36,0.12,0.0,0.88,25,148,1.510204081632653,0.08,4.584967478670572,2,2,2,2,8,0.4673328578219169,0.380525951808809,0.39293765408777004,0.46561786907291264,4-100,0
100,0,0.0,0.0,1.0,0.0,0.0,1.0,0.12,0.72,0.16,0.12,0.0,0.88,25,100,1.0,0.0,4.605170185988092,1,0,4,4,10,0.6164414002968976,0.6164414002968976,0.6468384651518492,0.46561786907291264,4-100,0
102,0,0.16,0.08,0.76,0.16,0.04,0.8,0.08,0.48,0.44,0.12,0.0,0.88,25,232,2.2745098039215685,0.16,4.624972813284271,0,2,0,6,12,0.31874754901018454,0.36769552621700474,0.3611094017053557,0.46561786907291264,101-500,1
104,0,0.0,0.0,1.0,0.0,0.0,1.0,0.08333333333333333,0.5,0.4166666666666667,0.25,0.0,0.75,12,104,1.0,0.0,4.6443908991413725,2,0,2,8,14,0.6164414002968976,0.6164414002968976,0.3793268892247014,0.32403703492039304,101-500,0
106,1,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.4166666666666667,0.4166666666666667,0.25,0.0,0.75,12,160,1.509433962264151,0.16666666666666666,4.663439094112067,1,2,4,10,16,0.3064129385141706,0.4109609335312651,0.26770630673681683,0.32403703492039304,101-500,1
108,0,0.6991150442477876,0.13274336283185842,0.168141592920354,0.6991150442477876,0.21238938053097345,0.08849557522123894,0.02654867256637168,0.23008849557522124,0.7433628318584071,0.6902654867256637,0.1415929203539823,0.168141592920354,113,9232,85.48148148148148,0.6991150442477876,4.68213122712422,0,0,0,0,18,0.5233987735345972,0.5733953321290239,0.36729608488430265,0.5156050226980294,101-500,0
110,0,0.6991150442477876,0.13274336283185842,0.168141592920354,0.6991150442477876,0.21238938053097345,0.08849557522123894,0.02654867256637168,0.23008849557522124,0.7433628318584071,0.6902654867256637,0.1415929203539823,0.168141592920354,113,9232,83.92727272727272,0.6991150442477876,4.700480365792417,2,2,2,2,20,0.5233987735345972,0.5733953321290239,0.36729608488430265,0.5156050226980294,101-500,0
112,0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,0.6,0.35,0.5,0.0,0.5,20,112,1.0,0.0,4.718498871295094,1,0,4,4,22,0.6164414002968976,0.6164414002968976,0.4949747468305833,0.28284271247461906,101-500,0
114,0,0.21212121212121213,0.030303030303030304,0.7575757575757576,0.21212121212121213,0.09090909090909091,0.696969696969697,0.12121212121212122,0.5454545454545454,0.3333333333333333,0.15151515151515152,0.030303030303030304,0.8181818181818182,33,196,1.719298245614035,0.21212121212121213,4.736198448394496,0,2,0,6,24,0.3207257610079126,0.2417034739710215,0.4231804890994546,0.3899801035634899,101-500,1
116,0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.6,0.3,0.15,0.0,0.85,20,116,1.0,0.0,4.7535901911063645,2,0,2,8,26,0.6164414002968976,0.6164414002968976,0.4898979485566356,0.4301162633521313,101-500,0
118,1,0.2727272727272727,0.06060606060606061,0.6666666666666666,0.2727272727272727,0.030303030303030304,0.696969696969697,0.09090909090909091,0.48484848484848486,0.42424242424242425,0.21212121212121213,0.030303030303030304,0.7575757575757576,33,304,2.5762711864406778,0.2727272727272727,4.770684624465665,1,2,4,10,28,0.2189800213956323,0.2614152342568449,0.36138190030714756,0.3207257610079126,101-500,1
120,0,0.5,0.05,0.45,0.5,0.0,0.5,0.15,0.55,0.3,0.45,0.0,0.55,20,160,1.3333333333333333,0.5,4.787491742782046,0,0,0,0,0,0.25495097567963926,0.28284271247461906,0.4301162633521314,0.25495097567963926,101-500,1
122,1,0.1,0.05,0.85,0.1,0.4,0.5,0.15,0.55,0.3,0.15,0.0,0.85,20,184,1.5081967213114753,0.1,4.804021044733257,2,2,2,2,2,0.4301162633521313,0.282842712474619,0.4301162633521314,0.4301162633521313,101-500,0
124,0,0.6851851851851852,0.12962962962962962,0.18518518518518517,0.6851851851851852,0.2222222222222222,0.09259259259259259,0.027777777777777776,0.24074074074074073,0.7314814814814815,0.6759259259259259,0.1388888888888889,0.18518518518518517,108,9232,74.45161290322581,0.6851851851851852,4.820281565605037,1,0,4,4,4,0.5024221168888713,0.5611080552416482,0.359650417067144,0.4941287659217843,101-500,0
126,0,0.6851851851851852,0.12962962962962962,0.18518518518518517,0.6851851851851852,0.2222222222222222,0.09259259259259259,0.027777777777777776,0.25925925925925924,0.7129629629629629,0.6759259259259259,0.1388888888888889,0.18518518518518517,108,9232,73.26984126984127,0.6851851851851852,4.836281906951478,0,2,0,6,6,0.5024221168888713,0.5611080552416482,0.3506705315157311,0.4941287659217843,101-500,0
128,0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.5714285714285714,7,128,1.0,0.0,4.852030263919617,2,0,2,8,8,0.6164414002968976,0.6164414002968976,0.2864276807966203,0.2482592456711824,101-500,0
130,0,0.07142857142857142,0.03571428571428571,0.8928571428571429,0.07142857142857142,0.10714285714285714,0.8214285714285714,0.10714285714285714,0.5,0.39285714285714285,0.10714285714285714,0.0,0.8928571428571429,28,196,1.5076923076923077,0.07142857142857142,4.867534450455582,1,2,4,10,10,0.48329228068677926,0.4051958458195095,0.37238886850677355,0.48117627980283695,101-500,0
132,0,0.0,0.0,1.0,0.0,0.0,1.0,0.10714285714285714,0.6428571428571429,0.25,0.10714285714285714,0.0,0.8928571428571429,28,132,1.0,0.0,4.882801922586371,0,0,0,0,12,0.6164414002968976,0.6164414002968976,0.5438899948800422,0.48117627980283695,101-500,0
134,1,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.03571428571428571,0.8214285714285714,0.07142857142857142,0.42857142857142855,0.5,0.10714285714285714,0.0,0.8928571428571429,28,304,2.2686567164179103,0.14285714285714285,4.897839799950911,2,2,2,2,14,0.35050983275386566,0.3937003937005905,0.32324881425670743,0.48117627980283695,101-500,1
136,0,0.0,0.0,1.0,0.0,0.0,1.0,0.06666666666666667,0.5333333333333333,0.4,0.2,0.0,0.8,15,136,1.0,0.0,4.912654885736052,1,0,4,4,16,0.6164414002968976,0.6164414002968976,0.41899350299921784,0.37416573867739417,101-500,0
138,0,0.13333333333333333,0.06666666666666667,0.8,0.13333333333333333,0.0,0.8666666666666667,0.13333333333333333,0.3333333333333333,0.5333333333333333,0.2,0.0,0.8,15,208,1.5072463768115942,0.13333333333333333,4.927253685157205,0,2,0,6,18,0.36817870057290875,0.44969125210773475,0.21602468994692864,0.37416573867739417,101-500,1
140,0,0.3333333333333333,0.06666666666666667,0.6,0.3333333333333333,0.0,0.6666666666666666,0.2,0.4666666666666667,0.3333333333333333,0.2,0.0,0.8,15,160,1.1428571428571428,0.3333333333333333,4.941642422609304,2,0,2,8,20,0.16996731711975951,0.26246692913372704,0.3299831645537222,0.37416573867739417,101-500,1
142,1,0.6699029126213593,0.13592233009708737,0.1941747572815534,0.6699029126213593,0.23300970873786409,0.0970873786407767,0.02912621359223301,0.2524271844660194,0.7184466019417476,0.6601941747572816,0.14563106796116504,0.1941747572815534,103,9232,65.01408450704226,0.6699029126213593,4.955827057601261,1,2,4,10,22,0.48421399363272055,0.5479565549268339,0.3519092720202338,0.47563105805226735,101-500,0
144,0,0.0,0.0,1.0,0.0,0.0,1.0,0.043478260869565216,0.5217391304347826,0.43478260869565216,0.13043478260869565,0.0,0.8695652173913043,23,144,1.0,0.0,4.969813299576001,0,0,0,0,24,0.6164414002968976,0.6164414002968976,0.41662066538756487,0.45313443132743986,101-500,0
146,1,0.7068965517241379,0.1206896551724138,0.1724137931034483,0.7068965517241379,0.20689655172413793,0.08620689655172414,0.02586206896551724,0.22413793103448276,0.75,0.6982758620689655,0.12931034482758622,0.1724137931034483,116,9232,63.23287671232877,0.7068965517241379,4.983606621708336,2,2,2,2,26,0.5283631871644116,0.5803766868957033,0.3717986618406423,0.520512644038589,101-500,0
148,0,0.0,0.0,1.0,0.0,0.0,1.0,0.08695652173913043,0.5217391304347826,0.391304347826087,0.13043478260869565,0.0,0.8695652173913043,23,148,1.0,0.0,4.997212273764115,1,0,4,4,28,0.6164414002968976,0.6164414002968976,0.40089691503419167,0.45313443132743986,101-500,0
150,0,0.26666666666666666,0.13333333333333333,0.6,0.26666666666666666,0.2,0.5333333333333333,0.2,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.06666666666666667,0.6,15,340,2.2666666666666666,0.26666666666666666,5.0106352940962555,0,2,0,6,0,0.1247219128924647,0.04714045207910316,0.3299831645537222,0.16996731711975951,101-500,1
152,0,0.0,0.0,1.0,0.0,0.0,1.0,0.043478260869565216,0.6521739130434783,0.30434782608695654,0.13043478260869565,0.0,0.8695652173913043,23,152,1.0,0.0,5.0238805208462765,2,0,2,8,2,0.6164414002968976,0.6164414002968976,0.5554677519356579,0.45313443132743986,101-500,0
154,0,0.08695652173913043,0.043478260869565216,0.8695652173913043,0.08695652173913043,0.0,0.9130434782608695,0.08695652173913043,0.43478260869565216,0.4782608695652174,0.13043478260869565,0.0,0.8695652173913043,23,232,1.5064935064935066,0.08695652173913043,5.0369526024136295,1,2,4,10,4,0.45438422987091825,0.5059569532710535,0.3177782037325496,0.45313443132743986,101-500,0
156,0,0.3333333333333333,0.027777777777777776,0.6388888888888888,0.3333333333333333,0.0,0.6666666666666666,0.08333333333333333,0.5277777777777778,0.3888888888888889,0.2777777777777778,0.027777777777777776,0.6944444444444444,36,304,1.9487179487179487,0.3333333333333333,5.049856007249537,0,0,0,0,6,0.22374478406224738,0.26246692913372704,0.408323885000288,0.26069707125889036,101-500,1
158,1,0.2222222222222222,0.08333333333333333,0.6944444444444444,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.05555555555555555,0.3333333333333333,0.6111111111111112,0.19444444444444445,0.1111111111111111,0.6944444444444444,36,808,5.113924050632911,0.2222222222222222,5.062595033026967,2,2,2,2,8,0.23972721122657129,0.20427529234278038,0.29979416807182313,0.23843626370972149,101-500,1
160,0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.4,0.5,0.3,0.0,0.7,10,160,1.0,0.0,5.075173815233827,1,0,4,4,10,0.6164414002968976,0.6164414002968976,0.282842712474619,0.282842712474619,101-500,0
162,0,0.08695652173913043,0.043478260869565216,0.8695652173913043,0.08695652173913043,0.13043478260869565,0.782608695652174,0.17391304347826086,0.4782608695652174,0.34782608695652173,0.13043478260869565,0.0,0.8695652173913043,23,244,1.5061728395061729,0.08695652173913043,5.087596335232384,0,2,0,6,12,0.45438422987091825,0.3606861765557589,0.3412974244659194,0.45313443132743986,101-500,0
164,0,0.6936936936936937,0.12612612612612611,0.18018018018018017,0.6936936936936937,0.14414414414414414,0.16216216216216217,0.02702702702702703,0.23423423423423423,0.7387387387387387,0.6846846846846847,0.13513513513513514,0.18018018018018017,111,9232,56.292682926829265,0.6936936936936937,5.099866427824199,2,0,2,8,14,0.5125785704113068,0.5217748611829812,0.36425597063311344,0.5044546307394496,101-500,0
166,1,0.6936936936936937,0.12612612612612611,0.18018018018018017,0.6936936936936937,0.14414414414414414,0.16216216216216217,0.02702702702702703,0.23423423423423423,0.7387387387387387,0.6846846846846847,0.13513513513513514,0.18018018018018017,111,9232,55.6144578313253,0.6936936936936937,5.111987788356544,1,2,4,10,16,0.5125785704113068,0.5217748611829812,0.36425597063311344,0.5044546307394496,101-500,0
168,0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,0.5,0.4,0.3,0.0,0.7,10,168,1.0,0.0,5.123963979403259,0,0,0,0,18,0.6164414002968976,0.6164414002968976,0.37416573867739417,0.282842712474619,101-500,0
170,0,0.2,0.1,0.7,0.2,0.0,0.8,0.2,0.4,0.4,0.3,0.0,0.7,10,256,1.5058823529411764,0.2,5.135798437050262,2,2,2,2,20,0.24494897427831777,0.37416573867739417,0.2449489742783178,0.282842712474619,101-500,1
172,0,0.16129032258064516,0.03225806451612903,0.8064516129032258,0.16129032258064516,0.0,0.8387096774193549,0.12903225806451613,0.5161290322580645,0.3548387096774194,0.0967741935483871,0.0,0.9032258064516129,31,196,1.1395348837209303,0.16129032258064516,5.147494476813453,1,0,4,4,22,0.37588604999473596,0.41709066183181914,0.3876071903706833,0.4938540061561332,101-500,0
174,0,0.1935483870967742,0.06451612903225806,0.7419354838709677,0.1935483870967742,0.03225806451612903,0.7741935483870968,0.06451612903225806,0.2903225806451613,0.6451612903225806,0.16129032258064516,0.0967741935483871,0.7419354838709677,31,592,3.4022988505747125,0.1935483870967742,5.159055299214529,0,2,0,6,24,0.2970195339333447,0.3386021334644549,0.2910027873895203,0.29736966907074874,101-500,1
176,0,0.0,0.0,1.0,0.0,0.0,1.0,0.05555555555555555,0.4444444444444444,0.5,0.16666666666666666,0.0,0.8333333333333334,18,176,1.0,0.0,5.170483995038151,2,0,2,8,26,0.6164414002968976,0.6164414002968976,0.34569664858008986,0.4109609335312651,101-500,0
178,1,0.22580645161290322,0.03225806451612903,0.7419354838709677,0.22580645161290322,0.0,0.7741935483870968,0.0967741935483871,0.45161290322580644,0.45161290322580644,0.16129032258064516,0.03225806451612903,0.8064516129032258,31,304,1.7078651685393258,0.22580645161290322,5.181783550292085,1,2,4,10,28,0.30360305976393404,0.3474000354049718,0.3270337790074026,0.37588604999473596,101-500,1
180,0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.16666666666666666,0.0,0.8333333333333334,18,180,1.0,0.0,5.19295685089021,0,0,0,0,0,0.6164414002968976,0.6164414002968976,0.31387659759612296,0.4109609335312651,101-500,0
182,0,0.6344086021505376,0.15053763440860216,0.21505376344086022,0.6344086021505376,0.17204301075268819,0.1935483870967742,0.03225806451612903,0.27956989247311825,0.6881720430107527,0.6236559139784946,0.16129032258064516,0.21505376344086022,93,9232,50.72527472527472,0.6344086021505376,5.204006687076795,2,2,2,2,2,0.44211988931893903,0.45444834413939655,0.3367875139842234,0.43295028295219123,101-500,0
184,0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.5555555555555556,0.3333333333333333,0.3888888888888889,0.0,0.6111111111111112,18,184,1.0,0.0,5.214935757608986,1,0,4,4,4,0.6164414002968976,0.6164414002968976,0.43574825669172396,0.24545246704860585,101-500,0
186,0,0.1111111111111111,0.05555555555555555,0.8333333333333334,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.5,0.3888888888888889,0.16666666666666666,0.0,0.8333333333333334,18,280,1.5053763440860215,0.1111111111111111,5.225746673713202,0,2,0,6,6,0.40945612828196176,0.47635446911613366,0.3715167443844553,0.4109609335312651,101-500,0
188,0,0.6792452830188679,0.1320754716981132,0.18867924528301888,0.6792452830188679,0.12264150943396226,0.19811320754716982,0.02830188679245283,0.24528301886792453,0.7264150943396226,0.6698113207547169,0.14150943396226415,0.18867924528301888,106,9232,49.1063829787234,0.6792452830188679,5.236441962829949,2,0,2,8,8,0.49533961940737764,0.49086348021845655,0.3565588471250631,0.48693138283675413,101-500,0
190,0,0.6792452830188679,0.1320754716981132,0.18867924528301888,0.6792452830188679,0.12264150943396226,0.19811320754716982,0.02830188679245283,0.2641509433962264,0.7075471698113207,0.6698113207547169,0.14150943396226415,0.18867924528301888,106,9232,48.589473684210525,0.6792452830188679,5.247024072160486,1,2,4,10,10,0.49533961940737764,0.49086348021845655,0.3478664053280457,0.48693138283675413,101-500,0
192,0,0.0,0.0,1.0,0.0,0.0,1.0,0.07692307692307693,0.23076923076923078,0.6923076923076923,0.23076923076923078,0.0,0.7692307692307693,13,192,1.0,0.0,5.2574953720277815,0,0,0,0,12,0.6164414002968976,0.6164414002968976,0.2961288700756947,0.3424589121469549,101-500,0
194,1,0.7142857142857143,0.11764705882352941,0.16806722689075632,0.7142857142857143,0.1092436974789916,0.17647058823529413,0.025210084033613446,0.2184873949579832,0.7563025210084033,0.7058823529411765,0.12605042016806722,0.16806722689075632,119,9232,47.58762886597938,0.7142857142857143,5.267858159063328,2,2,2,2,14,0.5372094804130251,0.5334235088420137,0.3762210307311505,0.5295171297043919,101-500,0
