identical_prime_pair,log_n,collatz_steps,divergence_ratio,time_to_peak_ratio,mod3_1,mod3_2,mod4_2,mod6_2,mod6_4,mod12_2,mod12_4,mod12_6,mod12_8,mod12_10,mod30_2,mod30_4,mod30_6,mod30_8,mod30_10,mod30_12,mod30_14,mod30_16,mod30_18,mod30_20,mod30_22,mod30_24,mod30_26,mod30_28
0.0012615205690699191,0.0874664644516075,0.5908980741066958,0.10557067057072554,5.176619484701768,0.0,-3.392671942942205e-05,0.14004895525108163,5.307021418177452e-05,1.616810064865732e-05,-0.005321746385676094,0.008834604537647756,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.009683792767718571,-0.0113876859990534,3.532185012374006e-05,8.863773458663294e-06,-0.006292836071435763,-0.001072888537288938,0.014777533235602446,0.0,-2.7466296592997426e-05,9.39756099813325e-05,0.003233757486012851,0.0019196481588631552
-0.0011548399423148338,0.018409705686096064,0.5625728785672104,-0.6707199079167098,-2.4249697580434644,0.0,0.0004290194231366039,-0.4658700852357096,-5.307021418177452e-05,1.6165260905751507e-05,-0.017111205472412808,0.02390597028281302,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.018379026846307253,-0.012948130023999915,3.532185012374006e-05,-4.431886729331647e-06,0.15164724071353908,-0.0055918013964990415,0.016859581280628057,0.0,-2.6501395964780274e-05,7.103622224600899e-05,0.003233757486012851,0.0019196481588631552
-0.004102136346677049,0.08056107872208379,-1.2992763972389498,0.7934843654254307,6.322870347927392,0.0,-3.392671942942205e-05,0.1139323588485167,5.307021418177452e-05,-4.850962646392037e-05,-0.005321746385676094,0.005693258205497452,0.0,0.0,0.000192389959433748,8.29278581252046e-06,9.62656754359785e-05,0.009683792767718571,-0.004602351684604644,3.532185012374006e-05,-4.431886729331647e-06,-0.006292836071435763,-0.009454918987442659,0.010234032459387438,0.0,-2.7466296592997426e-05,9.39756099813325e-05,0.003233757486012851,-0.004385424462843376
-0.0011548399423148338,0.007512486627963666,0.607298658918837,-0.667362277171335,-2.4776478455418296,0.0,-3.392671942942205e-05,-0.4658700852357096,5.307021418177452e-05,1.6165260905751507e-05,-0.017111205472412808,0.02390597028281302,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.018379026846307253,-0.012948130023999915,3.532185012374006e-05,-4.431886729331647e-06,-0.010917885052869116,-0.0055918013964990415,-0.23619325824463208,0.0,-2.6501395964780274e-05,7.103622224600899e-05,0.003233757486012851,0.0019196481588631552
0.0012615205690699191,0.06367556141186377,0.646777394450879,-0.22805756702402094,-2.1492609408769154,0.0,0.0004290194231366039,0.4374100302125908,-5.307021418177452e-05,1.6165260905751507e-05,0.09121248342965946,0.02390597028281302,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.02132546077991545,-0.017484289087727874,3.532185012374006e-05,-4.431886729331647e-06,-0.020443743415324372,-0.0033728978537136685,0.016859581280628057,0.0,-2.7466296592997426e-05,7.103622224600899e-05,0.003233757486012851,0.0019196481588631552
0.0009544590566015488,-0.003959472655721663,0.6160231131747729,-0.1677792097288103,-0.6963257083964166,0.0,-3.392671942942205e-05,-0.49461620857520827,5.307021418177452e-05,-4.850820659246746e-05,-0.010583660631738696,-0.08597339731524213,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.013156978616973859,-0.017349413872758457,3.532185012374006e-05,-4.431886729331647e-06,-0.006295584419898572,-0.000853633926480992,0.016859581280628057,0.0,0.00032959555911596925,7.103622224600899e-05,0.003233757486012851,0.0019196481588631552
0.0012615205690699191,0.06224716588241829,0.9383473078197,0.8572742791125414,0.34821051429674543,0.0,-3.392671942942205e-05,0.4624829688156572,5.307021418177452e-05,1.6165260905751507e-05,-0.005321203727449213,0.008834604537647756,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.013156978616973859,-0.019213950735977536,3.532185012374006e-05,-4.431886729331647e-06,-0.006295584419898572,-0.0012283511148758306,0.016923606364997134,0.0,-2.7466296592997426e-05,-0.0010499245939398156,0.003233757486012851,0.0019196481588631552
-0.0011548399423148338,0.010121972902749696,-0.67151545084616,-0.5400638230460232,-2.1235111046861723,0.0,0.0004290194231366039,-0.41395057612821917,-5.307021418177452e-05,1.6165260905751507e-05,-0.017111205472412808,0.02390597028281302,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.007037165384831991,-0.012948130023999915,3.532185012374006e-05,-4.431886729331647e-06,-0.021310061713366756,-0.009055491961149194,0.01231608050441305,0.0,-2.6501395964780274e-05,7.103622224600899e-05,-0.04502762317645166,0.0006214082972913548
0.0027063604219770975,0.05561368943998629,0.04729090326674693,-0.23598930293148207,-2.036007722187181,0.0,-3.392671942942205e-05,0.4365598303097632,5.307021418177452e-05,-4.850820659246746e-05,-0.017111205472412808,0.02390597028281302,0.0,0.0,0.000192389959433748,8.29278581252046e-06,9.62656754359785e-05,0.008396249756801246,-0.027477021240915313,3.532185012374006e-05,-4.431886729331647e-06,-0.021310061713366756,-0.000853633926480992,0.016859581280628057,0.0,-2.7466296592997426e-05,7.103622224600899e-05,0.003233757486012851,-0.05059783937169017
0.0009544590566015488,-0.009215386928434913,0.22284804289836363,-0.8235162595800183,-0.5480075691606993,0.0,-3.392671942942205e-05,-0.49832944721741124,5.307021418177452e-05,1.6165260905751507e-05,-0.010583660631738696,0.02390597028281302,0.0,0.0,-3.490359198744617e-05,8.29278581252046e-06,9.62656754359785e-05,0.010971975911699242,-0.017349413872758457,3.532185012374006e-05,-4.431886729331647e-06,-0.006127944832485979,-0.000853633926480992,0.016859581280628057,0.0,-2.6501395964780274e-05,7.103622224600899e-05,0.003233757486012851,0.003611033114181918
