n,collatz_steps,collatz_max,divergence_ratio,oscillation_count,time_to_peak_ratio,frac_up,mean_run_up,std_run_up,mean_run_down,std_run_down,prop_exploration,prop_optimization,prop_integration,identical_prime_pair,center_distance,symmetry_score,gravitational_pull
282,16,424,1.50354609929078,6,0.125,0.1875,1.0,0.0,3.25,1.479019945774904,0.125,0.0625,0.8125,0,0.38365023133057014,0.25,0.6124547426033803
284,104,9232,32.50704225352113,74,0.6730769230769231,0.3557692307692308,1.0,0.0,1.763157894736842,1.0621282142426614,0.6730769230769231,0.125,0.20192307692307693,0,0.48338519071600683,0.45192307692307687,0.51170721959937
286,104,9232,32.27972027972028,74,0.6730769230769231,0.3557692307692308,1.0,0.0,1.763157894736842,1.1340242856008023,0.6730769230769231,0.125,0.20192307692307693,0,0.48338519071600683,0.45192307692307687,0.51170721959937
288,24,288,1.0,12,0.0,0.25,1.0,0.0,2.5714285714285716,1.3997084244475304,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
290,117,9232,31.83448275862069,84,0.7094017094017094,0.358974358974359,1.0,0.0,1.744186046511628,1.0363851141933578,0.7094017094017094,0.1111111111111111,0.1794871794871795,0,0.5274840872879735,0.4017094017094016,0.4671606070152532
292,117,9232,31.616438356164384,84,0.7094017094017094,0.358974358974359,1.0,0.0,1.744186046511628,1.0363851141933578,0.7094017094017094,0.1111111111111111,0.1794871794871795,0,0.5274840872879735,0.4017094017094016,0.4671606070152532
294,117,9232,31.401360544217688,84,0.7094017094017094,0.358974358974359,1.0,0.0,1.744186046511628,1.0585866676038178,0.7094017094017094,0.1111111111111111,0.1794871794871795,0,0.5274840872879735,0.4017094017094016,0.4671606070152532
296,24,296,1.0,12,0.0,0.25,1.0,0.0,2.5714285714285716,1.178030178747903,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
298,24,448,1.5033557046979866,12,0.08333333333333333,0.25,1.0,0.0,2.5714285714285716,1.761261143705422,0.08333333333333333,0.041666666666666664,0.875,1,0.4611278444085641,0.16666666666666663,0.5341905346068131
300,16,340,1.1333333333333333,6,0.3125,0.1875,1.0,0.0,3.25,2.7726341266023544,0.3125,0.0625,0.625,0,0.18624580532189175,0.4375,0.8118633258419155
302,16,1024,3.390728476821192,6,0.375,0.1875,1.0,0.0,3.25,3.897114317029974,0.375,0.125,0.5,1,0.10606601717798214,0.625,0.8928571428571428
304,24,304,1.0,12,0.0,0.25,1.0,0.0,2.5714285714285716,1.178030178747903,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
306,37,520,1.6993464052287581,22,0.1891891891891892,0.2972972972972973,1.0,0.0,2.1666666666666665,1.0671873729054748,0.1891891891891892,0.02702702702702703,0.7837837837837838,0,0.350331159205543,0.2432432432432432,0.6461120880925951
308,24,308,1.0,12,0.0,0.25,1.0,0.0,2.5714285714285716,0.9035079029052513,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
310,86,9232,29.780645161290323,60,0.6046511627906976,0.3488372093023256,1.0,0.0,1.8064516129032258,1.1477707661069159,0.6046511627906976,0.1511627906976744,0.2441860465116279,0,0.4007969346209054,0.5465116279069768,0.5951339566439664
312,37,312,1.0,22,0.0,0.2972972972972973,1.0,0.0,2.1666666666666665,1.1426091000668408,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
314,37,472,1.5031847133757963,22,0.05405405405405406,0.2972972972972973,1.0,0.0,2.1666666666666665,1.1426091000668408,0.05405405405405406,0.02702702702702703,0.918918918918919,1,0.5156569773934517,0.10810810810810811,0.47910779216990296
316,37,808,2.5569620253164556,22,0.24324324324324326,0.2972972972972973,1.0,0.0,2.1666666666666665,1.1426091000668408,0.24324324324324326,0.05405405405405406,0.7027027027027027,0,0.25614436214483216,0.3513513513513513,0.7412551208066949
318,55,9232,29.031446540880502,36,0.38181818181818183,0.32727272727272727,1.0,0.0,1.9473684210526316,1.3168416845470319,0.38181818181818183,0.23636363636363636,0.38181818181818183,0,0.14826824027545538,0.8545454545454545,0.8502264598094702
320,11,320,1.0,2,0.0,0.09090909090909091,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
322,99,9232,28.67080745341615,70,0.6565656565656566,0.35353535353535354,1.0,0.0,1.7777777777777777,1.082977149423218,0.6565656565656566,0.13131313131313133,0.21212121212121213,0,0.46339092555062517,0.4747474747474747,0.531904477432632
324,24,324,1.0,12,0.0,0.25,1.0,0.0,2.5714285714285716,1.3997084244475304,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
326,24,736,2.2576687116564416,12,0.16666666666666666,0.25,1.0,0.0,2.5714285714285716,1.8405855323893037,0.16666666666666666,0.08333333333333333,0.75,1,0.3064129385141706,0.33333333333333337,0.6904761904761905
328,112,9232,28.146341463414632,80,0.6964285714285714,0.35714285714285715,1.0,0.0,1.7560975609756098,1.0541552578036248,0.6964285714285714,0.08928571428571429,0.21428571428571427,0,0.5010448267045045,0.3928571428571429,0.4938682933697234
330,112,9232,27.975757575757576,80,0.6964285714285714,0.35714285714285715,1.0,0.0,1.7560975609756098,1.0994563580082581,0.6964285714285714,0.08928571428571429,0.21428571428571427,0,0.5010448267045045,0.3928571428571429,0.4938682933697234
332,112,9232,27.80722891566265,80,0.6964285714285714,0.35714285714285715,1.0,0.0,1.7560975609756098,1.0541552578036248,0.6964285714285714,0.08928571428571429,0.21428571428571427,0,0.5010448267045045,0.3928571428571429,0.4938682933697234
334,68,9232,27.64071856287425,46,0.5,0.3382352941176471,1.0,0.0,1.875,1.2353305900311329,0.5,0.14705882352941177,0.35294117647058826,1,0.25382881188695783,0.6470588235294118,0.7435941797917252
336,11,336,1.0,2,0.0,0.09090909090909091,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
338,50,4372,12.934911242603551,32,0.34,0.32,1.0,0.0,2.0,1.0846522890932808,0.34,0.14,0.52,0,0.07483314773547886,0.62,0.9244071053981545
340,11,340,1.0,2,0.0,0.09090909090909091,1.0,0.0,5.0,3.0,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
342,125,9232,26.994152046783626,90,0.728,0.36,1.0,0.0,1.7391304347826086,1.0094075448907738,0.728,0.08,0.192,0,0.5407846151657792,0.352,0.45372504493560006
344,32,344,1.0,18,0.0,0.28125,1.0,0.0,2.3,1.1,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
346,32,520,1.5028901734104045,18,0.0625,0.28125,1.0,0.0,2.3,1.1,0.0625,0.03125,0.90625,1,0.49992186889553053,0.125,0.4950026520578832
348,32,592,1.7011494252873562,18,0.21875,0.28125,1.0,0.0,2.3,1.2688577540449522,0.21875,0.03125,0.75,0,0.312374974989995,0.28125,0.6844536241594233
350,81,9232,26.377142857142857,56,0.5802469135802469,0.345679012345679,1.0,0.0,1.8275862068965518,1.1764635937401366,0.5802469135802469,0.12345679012345678,0.2962962962962963,0,0.35481318246658383,0.5432098765432098,0.6415845608907125
352,19,352,1.0,8,0.0,0.21052631578947367,1.0,0.0,3.0,1.4142135623730951,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
354,32,532,1.502824858757062,18,0.0625,0.28125,1.0,0.0,2.3,1.1,0.0625,0.03125,0.90625,0,0.49992186889553053,0.125,0.4950026520578832
356,32,356,1.0,18,0.0,0.28125,1.0,0.0,2.3,1.1,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
358,32,808,2.2569832402234637,18,0.125,0.28125,1.0,0.0,2.3,1.1874342087037917,0.125,0.0625,0.8125,1,0.38365023133057014,0.25,0.6124547426033803
360,19,360,1.0,8,0.0,0.21052631578947367,1.0,0.0,3.0,0.6324555320336759,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
362,19,544,1.5027624309392265,8,0.10526315789473684,0.21052631578947367,1.0,0.0,3.0,1.4142135623730951,0.10526315789473684,0.05263157894736842,0.8421052631578947,1,0.4203283243810822,0.21052631578947367,0.5754042735790827
364,94,9232,25.36263736263736,66,0.6382978723404256,0.35106382978723405,1.0,0.0,1.7941176470588236,1.105585066424265,0.6382978723404256,0.10638297872340426,0.2553191489361702,0,0.4278765195474993,0.46808510638297873,0.5677794450249498
366,94,9232,25.224043715846996,66,0.6382978723404256,0.35106382978723405,1.0,0.0,1.7941176470588236,1.1318753767584622,0.6382978723404256,0.10638297872340426,0.2553191489361702,0,0.4278765195474993,0.46808510638297873,0.5677794450249498
368,19,368,1.0,8,0.0,0.21052631578947367,1.0,0.0,3.0,1.6733200530681511,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
370,45,628,1.6972972972972973,28,0.15555555555555556,0.3111111111111111,1.0,0.0,2.066666666666667,1.0624918300339485,0.15555555555555556,0.022222222222222223,0.8222222222222222,0,0.395343263881271,0.20000000000000007,0.600642996018758
372,19,372,1.0,8,0.0,0.21052631578947367,1.0,0.0,3.0,1.4142135623730951,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
374,45,952,2.5454545454545454,28,0.2,0.3111111111111111,1.0,0.0,2.066666666666667,1.1234866364235145,0.2,0.044444444444444446,0.7555555555555555,0,0.31544599036840865,0.28888888888888886,0.6813514301605599
376,107,9232,24.5531914893617,76,0.6822429906542056,0.35514018691588783,1.0,0.0,1.7692307692307692,1.0732538223823769,0.6822429906542056,0.09345794392523364,0.22429906542056074,0,0.48318931998222603,0.4112149532710281,0.5119050789195021
378,107,9232,24.423280423280424,76,0.6822429906542056,0.35514018691588783,1.0,0.0,1.7692307692307692,1.0732538223823769,0.6822429906542056,0.09345794392523364,0.22429906542056074,0,0.48318931998222603,0.4112149532710281,0.5119050789195021
380,107,9232,24.294736842105262,76,0.6822429906542056,0.35514018691588783,1.0,0.0,1.7692307692307692,1.1200169060431564,0.6822429906542056,0.09345794392523364,0.22429906542056074,0,0.48318931998222603,0.4112149532710281,0.5119050789195021
382,45,4372,11.44502617801047,28,0.26666666666666666,0.3111111111111111,1.0,0.0,2.066666666666667,1.1234866364235143,0.26666666666666666,0.15555555555555556,0.5777777777777777,1,0.09558139185602915,0.5777777777777778,0.9034482138047902
384,14,384,1.0,4,0.0,0.14285714285714285,1.0,0.0,4.0,2.449489742783178,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
386,120,9232,23.917098445595855,86,0.7166666666666667,0.35833333333333334,1.0,0.0,1.75,1.0252494153309055,0.7166666666666667,0.08333333333333333,0.2,1,0.5265189666310438,0.3666666666666667,0.46813552610265063
388,120,9232,23.79381443298969,86,0.7166666666666667,0.35833333333333334,1.0,0.0,1.75,1.0252494153309055,0.7166666666666667,0.08333333333333333,0.2,0,0.5265189666310438,0.3666666666666667,0.46813552610265063
390,120,9232,23.671794871794873,86,0.7166666666666667,0.35833333333333334,1.0,0.0,1.75,1.0897247358851685,0.7166666666666667,0.08333333333333333,0.2,0,0.5265189666310438,0.3666666666666667,0.46813552610265063
392,27,392,1.0,14,0.0,0.25925925925925924,1.0,0.0,2.5,1.118033988749895,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
394,27,592,1.50253807106599,14,0.07407407407407407,0.25925925925925924,1.0,0.0,2.5,1.3228756555322954,0.07407407407407407,0.037037037037037035,0.8888888888888888,1,0.47836598876215014,0.14814814814814814,0.5167773792246798
396,27,448,1.1313131313131313,14,0.18518518518518517,0.25925925925925924,1.0,0.0,2.5,1.6583123951777,0.18518518518518517,0.037037037037037035,0.7777777777777778,0,0.341906219343534,0.2592592592592593,0.6546225625319029
398,120,9232,23.195979899497488,86,0.7166666666666667,0.35833333333333334,1.0,0.0,1.75,1.0897247358851685,0.7166666666666667,0.08333333333333333,0.2,1,0.5265189666310438,0.3666666666666667,0.46813552610265063
400,27,400,1.0,14,0.0,0.25925925925925924,1.0,0.0,2.5,1.118033988749895,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
402,19,1024,2.5472636815920398,8,0.47368421052631576,0.21052631578947367,1.0,0.0,3.0,3.521363372331802,0.47368421052631576,0.10526315789473684,0.42105263157894735,0,0.21301164573524278,0.631578947368421,0.7848257440412905
404,27,404,1.0,14,0.0,0.25925925925925924,1.0,0.0,2.5,1.118033988749895,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
406,40,916,2.2561576354679804,24,0.1,0.3,1.0,0.0,2.1538461538461537,1.166596222161777,0.1,0.05,0.85,0,0.4301162633521313,0.20000000000000007,0.5655169621215558
408,27,408,1.0,14,0.0,0.25925925925925924,1.0,0.0,2.5,1.0,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
410,27,616,1.502439024390244,14,0.07407407407407407,0.25925925925925924,1.0,0.0,2.5,1.0,0.07407407407407407,0.037037037037037035,0.8888888888888888,0,0.47836598876215014,0.14814814814814814,0.5167773792246798
412,89,9232,22.40776699029126,62,0.6179775280898876,0.34831460674157305,1.0,0.0,1.8125,1.1301963325015703,0.6179775280898876,0.11235955056179775,0.2696629213483146,0,0.4023005425669695,0.4943820224719102,0.5936150832512408
414,89,9232,22.29951690821256,62,0.6179775280898876,0.34831460674157305,1.0,0.0,1.8125,1.1575161985907585,0.6179775280898876,0.11235955056179775,0.2696629213483146,0,0.4023005425669695,0.4943820224719102,0.5936150832512408
416,14,416,1.0,4,0.0,0.14285714285714285,1.0,0.0,4.0,0.816496580927726,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
418,40,628,1.5023923444976077,24,0.05,0.3,1.0,0.0,2.1538461538461537,1.0986812966989001,0.05,0.025,0.925,0,0.5232112384114088,0.09999999999999998,0.47147683618040204
420,40,808,1.9238095238095239,24,0.3,0.3,1.0,0.0,2.1538461538461537,1.0986812966989001,0.3,0.025,0.675,0,0.2474873734152917,0.35,0.75
422,40,952,2.255924170616114,24,0.1,0.3,1.0,0.0,2.1538461538461537,1.166596222161777,0.1,0.05,0.85,1,0.4301162633521313,0.20000000000000007,0.5655169621215558
424,14,424,1.0,4,0.0,0.14285714285714285,1.0,0.0,4.0,0.816496580927726,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
426,14,640,1.5023474178403755,4,0.14285714285714285,0.14285714285714285,1.0,0.0,4.0,2.449489742783178,0.14285714285714285,0.07142857142857142,0.7857142857142857,0,0.35050983275386566,0.2857142857142857,0.6459316005531128
428,102,9232,21.570093457943926,72,0.6666666666666666,0.35294117647058826,1.0,0.0,1.7837837837837838,1.0688497261235237,0.6666666666666666,0.09803921568627451,0.23529411764705882,0,0.46358348777168884,0.43137254901960786,0.5317099602150399
430,102,9232,21.469767441860466,72,0.6666666666666666,0.35294117647058826,1.0,0.0,1.7837837837837838,1.1421917086008346,0.6666666666666666,0.09803921568627451,0.23529411764705882,0,0.46358348777168884,0.43137254901960786,0.5317099602150399
432,115,9232,21.37037037037037,82,0.7043478260869566,0.3565217391304348,1.0,0.0,1.7619047619047619,1.0869249724298407,0.7043478260869566,0.08695652173913043,0.20869565217391303,0,0.5110129308549297,0.3826086956521739,0.4837989875978098
434,27,736,1.695852534562212,14,0.25925925925925924,0.25925925925925924,1.0,0.0,2.5,1.7320508075688772,0.25925925925925924,0.037037037037037035,0.7037037037037037,0,0.2640301766018017,0.33333333333333326,0.7332892452671205
436,115,9232,21.174311926605505,82,0.7043478260869566,0.3565217391304348,1.0,0.0,1.7619047619047619,1.042193744201871,0.7043478260869566,0.06086956521739131,0.23478260869565218,0,0.5031845655366717,0.3565217391304347,0.49170683074373245
438,53,1672,3.817351598173516,34,0.20754716981132076,0.32075471698113206,1.0,0.0,2.0,1.0540925533894598,0.20754716981132076,0.03773584905660377,0.7547169811320755,0,0.31584477353332313,0.28301886792452824,0.6809485983317969
440,115,9232,20.98181818181818,82,0.7043478260869566,0.3565217391304348,1.0,0.0,1.7619047619047619,1.0647942749998998,0.7043478260869566,0.06086956521739131,0.23478260869565218,0,0.5031845655366717,0.3565217391304347,0.49170683074373245
442,115,9232,20.8868778280543,82,0.7043478260869566,0.3565217391304348,1.0,0.0,1.7619047619047619,1.0647942749998998,0.7043478260869566,0.06086956521739131,0.23478260869565218,0,0.5031845655366717,0.3565217391304347,0.49170683074373245
444,71,9232,20.792792792792792,48,0.5211267605633803,0.3380281690140845,1.0,0.0,1.88,1.2106196760337244,0.5211267605633803,0.09859154929577464,0.38028169014084506,0,0.27113316253645264,0.5774647887323944,0.7261141459513143
446,71,9232,20.699551569506728,48,0.5211267605633803,0.3380281690140845,1.0,0.0,1.88,1.2432216214336043,0.5211267605633803,0.09859154929577464,0.38028169014084506,1,0.27113316253645264,0.5774647887323944,0.7261141459513143
448,22,448,1.0,10,0.0,0.22727272727272727,1.0,0.0,2.8333333333333335,1.7716909687891083,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
450,53,4372,9.715555555555556,34,0.37735849056603776,0.32075471698113206,1.0,0.0,2.0,1.0540925533894598,0.37735849056603776,0.11320754716981132,0.5094339622641509,0,0.11664589823451876,0.6037735849056604,0.8821698490868226
452,14,452,1.0,4,0.0,0.14285714285714285,1.0,0.0,4.0,2.8284271247461903,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
454,14,1024,2.2555066079295156,4,0.2857142857142857,0.14285714285714285,1.0,0.0,4.0,4.242640687119285,0.2857142857142857,0.14285714285714285,0.5714285714285714,1,0.09258200997725514,0.5714285714285714,0.9064780470417175
456,35,456,1.0,20,0.0,0.2857142857142857,1.0,0.0,2.272727272727273,1.0523488093445659,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
458,35,688,1.502183406113537,20,0.05714285714285714,0.2857142857142857,1.0,0.0,2.272727272727273,1.212878551284212,0.05714285714285714,0.02857142857142857,0.9142857142857143,1,0.5099019513592785,0.11428571428571432,0.4849212463622873
460,35,520,1.1304347826086956,20,0.14285714285714285,0.2857142857142857,1.0,0.0,2.272727272727273,1.0523488093445659,0.14285714285714285,0.02857142857142857,0.8285714285714286,0,0.40254293724586776,0.19999999999999996,0.5933702276495658
462,128,9232,19.982683982683984,92,0.734375,0.359375,1.0,0.0,1.7446808510638299,1.175423601441118,0.734375,0.0546875,0.2109375,0,0.5416220935186267,0.3203125,0.45287906404646383
464,22,464,1.0,10,0.0,0.22727272727272727,1.0,0.0,2.8333333333333335,1.0671873729054748,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
466,84,9232,19.811158798283262,58,0.5952380952380952,0.34523809523809523,1.0,0.0,1.8333333333333333,1.1571036638473187,0.5952380952380952,0.08333333333333333,0.32142857142857145,1,0.36423124398240536,0.48809523809523814,0.6320708820857561
468,22,468,1.0,10,0.0,0.22727272727272727,1.0,0.0,2.8333333333333335,1.3437096247164249,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
470,128,9232,19.642553191489363,92,0.734375,0.359375,1.0,0.0,1.7446808510638299,1.0612735245395681,0.734375,0.0546875,0.2109375,0,0.5416220935186267,0.3203125,0.45287906404646383
472,35,472,1.0,20,0.0,0.2857142857142857,1.0,0.0,2.272727272727273,1.1354541815269814,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
474,35,712,1.5021097046413503,20,0.05714285714285714,0.2857142857142857,1.0,0.0,2.272727272727273,1.1354541815269814,0.05714285714285714,0.02857142857142857,0.9142857142857143,0,0.5099019513592785,0.11428571428571432,0.4849212463622873
476,35,808,1.6974789915966386,20,0.2,0.2857142857142857,1.0,0.0,2.272727272727273,1.1354541815269814,0.2,0.02857142857142857,0.7714285714285715,0,0.3362457798839949,0.2571428571428571,0.66034046985524
478,53,9232,19.313807531380753,34,0.3584905660377358,0.32075471698113206,1.0,0.0,2.0,1.3333333333333333,0.3584905660377358,0.1320754716981132,0.5094339622641509,1,0.09013261066034857,0.6226415094339622,0.9089523139943152
480,22,480,1.0,10,0.0,0.22727272727272727,1.0,0.0,2.8333333333333335,1.8633899812498247,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
482,22,724,1.5020746887966805,10,0.09090909090909091,0.22727272727272727,1.0,0.0,2.8333333333333335,1.3437096247164249,0.09090909090909091,0.045454545454545456,0.8636363636363636,1,0.4470287582961544,0.18181818181818177,0.5484327623191245
484,97,9232,19.074380165289256,68,0.6494845360824743,0.35051546391752575,1.0,0.0,1.8,1.0902162301907952,0.6494845360824743,0.07216494845360824,0.27835051546391754,0,0.43313939483699926,0.42268041237113396,0.5624631381596006
486,97,9232,18.995884773662553,68,0.6494845360824743,0.35051546391752575,1.0,0.0,1.8,1.1161157134071207,0.6494845360824743,0.07216494845360824,0.27835051546391754,0,0.43313939483699926,0.42268041237113396,0.5624631381596006
488,22,488,1.0,10,0.0,0.22727272727272727,1.0,0.0,2.8333333333333335,1.4624940645653537,0.0,0.0,1.0,0,0.6164414002968976,0.0,0.3773001509227609
490,22,736,1.5020408163265306,10,0.09090909090909091,0.22727272727272727,1.0,0.0,2.8333333333333335,1.8633899812498247,0.09090909090909091,0.045454545454545456,0.8636363636363636,0,0.4470287582961544,0.18181818181818177,0.5484327623191245
492,48,628,1.2764227642276422,30,0.20833333333333334,0.3125,1.0,0.0,2.0625,1.0288798520721456,0.20833333333333334,0.020833333333333332,0.7708333333333334,0,0.33742283068379747,0.25,0.6591514689947522
494,48,1672,3.3846153846153846,30,0.125,0.3125,1.0,0.0,2.0625,1.0879309490955758,0.125,0.041666666666666664,0.8333333333333334,0,0.4084183584947616,0.20833333333333326,0.5874351559246795
496,110,9232,18.612903225806452,78,0.6909090909090909,0.35454545454545455,1.0,0.0,1.775,1.1065147988165365,0.6909090909090909,0.06363636363636363,0.24545454545454545,0,0.4860024147135876,0.3727272727272727,0.5090634241185508
498,48,952,1.9116465863453815,30,0.25,0.3125,1.0,0.0,2.0625,1.0879309490955758,0.25,0.020833333333333332,0.7291666666666666,0,0.2951576791404139,0.29166666666666674,0.7018457193721859
500,110,9232,18.464,78,0.6909090909090909,0.35454545454545455,1.0,0.0,1.775,1.0603655030224248,0.6909090909090909,0.06363636363636363,0.24545454545454545,0,0.4860024147135876,0.3727272727272727,0.5090634241185508
