regime_def,stratum,ident_mean,ctrl_mean,mean_diff,boot_lo,boot_hi,MWU_p,n_ident,n_ctrl
altB,mag_10001-20000_mod30_8,0.3792780961052458,0.37243162177283357,0.006846474332412256,-0.009508745721593277,0.022590977326056763,0.49940823737133877,71,262
altB,mag_10001-20000_mod30_14,0.3731756869585721,0.37474651640674517,-0.00157082944817305,-0.01758642097403073,0.014464764117608631,0.7537404797847624,71,263
altB,mag_10001-20000_mod30_16,0.37780741393775646,0.3761900248203473,0.0016173891174091626,-0.012835180378902316,0.016757178570782832,0.7463875394597285,71,263
altB,mag_10001-20000_mod30_22,0.3714792152644625,0.3763224190674477,-0.0048432038029851965,-0.02097639510365532,0.011766323626338079,0.5122943048815038,71,262
altB,mag_10001-20000_mod30_26,0.3622258652887605,0.3756254548707638,-0.013399589582003324,-0.02839080045473976,0.0011280558848080927,0.10013986121333496,67,266
altB,mag_10001-20000_mod30_28,0.3795301934870253,0.3754056349946182,0.0041245584924071155,-0.01319533785518565,0.02192760855306779,0.905535228484321,69,264
altC,mag_4-100,0.35370896789389916,0.343373634614323,0.010335333279576142,-0.07708609640109756,0.09705146556276839,0.5799034230744198,15,34
altC,mag_101-500,0.39633948529114366,0.4177090489823725,-0.021369563691228832,-0.07091281629676578,0.022567354482619997,0.8713335891029217,38,162
altC,mag_101-500_mod6_2,0.4120143402134287,0.42605241422203705,-0.014038074008608348,-0.09135433395782276,0.04942436382294804,0.3335717672606576,19,48
altC,mag_101-500_mod6_4,0.38066463036885856,0.4328952337285675,-0.052230603359708916,-0.11287492265715413,0.005085667096815007,0.1925488421276742,19,47
altC,mag_501-1000,0.41276934496247997,0.41350150485758497,-0.0007321598951050001,-0.0458247450992922,0.04080295537854698,0.27192051737791345,42,208
altC,mag_501-1000_mod6_2,0.42621547849881153,0.4140354834189764,0.012179995079835138,-0.04897375727552293,0.07305679174430747,0.32449868207204824,20,63
altC,mag_501-1000_mod6_4,0.4005455872021786,0.4154690727113003,-0.014923485509121703,-0.08193808298428869,0.04861238036365975,0.600220909534696,22,62
altC,mag_1001-2500,0.4160389783113561,0.42015611542561077,-0.004117137114254654,-0.03013351991954055,0.022830857479422362,0.652849806710659,109,641
altC,mag_1001-2500_mod6_2,0.4286661599088281,0.41454578867042896,0.014120371238399154,-0.02278085971146593,0.05105065827576754,0.2415326732730716,54,196
altC,mag_1001-2500_mod6_4,0.4036413818338383,0.4230628338810385,-0.019421452047200194,-0.05792511167895586,0.018308775077780098,0.6898355116800845,55,195
altC,mag_1001-2500_mod12_2,0.4286661599088281,0.39522966565908724,0.03343649424974088,-0.011903639294817175,0.07818778022979443,0.180804560227655,54,71
altC,mag_1001-2500_mod12_10,0.4036413818338383,0.41222790653734936,-0.008586524703511067,-0.05423820431770464,0.036833879049558975,0.8209524863782609,55,70
altC,mag_2501-5000,0.42393965464896227,0.4335479132759556,-0.009608258626993327,-0.02835802578942466,0.009868838946354628,0.3474696822762857,163,1087
altC,mag_2501-5000_mod6_2,0.4197172143085532,0.4300623479872093,-0.010345133678656138,-0.03974722684236844,0.017425513814942343,0.2838476060288535,79,338
altC,mag_2501-5000_mod6_4,0.42791075925482325,0.4395696783454814,-0.011658919090658137,-0.04078849262538417,0.01624592488166887,0.6792598433709274,84,332
altC,mag_2501-5000_mod12_2,0.4197172143085532,0.4156153703397561,0.004101843968797092,-0.031235177683542805,0.03797136084328528,0.7603472224500444,79,129
altC,mag_2501-5000_mod12_10,0.42791075925482325,0.4352354794851208,-0.007324720230297566,-0.03993916065637944,0.025892203367330686,0.7132740455330604,84,124
altC,mag_5001-10000,0.4300998365424026,0.44521280546993547,-0.015112968927532888,-0.03171694538142664,0.001151127052043478,0.6213464583499843,302,2198
altC,mag_5001-10000_mod6_2,0.41059074218540353,0.4519912318270163,-0.04140048964161275,-0.06697529999235922,-0.017226813313139026,0.014248873919592078,152,681
altC,mag_5001-10000_mod6_4,0.4498690521574952,0.44431447815140507,0.005554574006090107,-0.01764748611515997,0.02774470650301128,0.1528418410747636,150,684
altC,mag_5001-10000_mod12_2,0.41059074218540353,0.4497965371523694,-0.03920579496696586,-0.06738872015055836,-0.010940606491196454,0.0156996498447615,152,265
altC,mag_5001-10000_mod12_10,0.4498690521574952,0.43662191746783596,0.013247134689659212,-0.013723701006093365,0.038508832649856446,0.2773571577145928,150,267
altC,mag_5001-10000_mod30_2,0.3885931332219897,0.45393311968268746,-0.06533998646069777,-0.11903865924701366,-0.014076696892896695,0.023566783033990214,37,130
altC,mag_5001-10000_mod30_4,0.454389431657246,0.4442798184354926,0.01010961322175341,-0.03536916865328374,0.05199480312422879,0.37381862595604676,36,131
altC,mag_5001-10000_mod30_8,0.3786728856794803,0.45180592215015314,-0.07313303647067282,-0.12489653241844396,-0.023055515311989933,0.006669989869483933,36,131
altC,mag_5001-10000_mod30_14,0.4405252555785451,0.4472003491326875,-0.0066750935541424194,-0.05310640038450593,0.039493348256467865,0.9559529186711557,39,127
altC,mag_5001-10000_mod30_16,0.4190426190814504,0.44159881140527774,-0.02255619232382733,-0.073872892614835,0.028851017032781662,0.6194136782149073,37,129
altC,mag_5001-10000_mod30_22,0.4918596351678484,0.43542034251779327,0.05643929265005515,0.01592393071203769,0.0943371761512187,0.009339557233881956,37,130
altC,mag_5001-10000_mod30_26,0.4304784507735791,0.45532608806038244,-0.024847637286803337,-0.07547084852716313,0.023094363688982683,0.9491694227365957,40,127
altC,mag_5001-10000_mod30_28,0.4354738719184839,0.4580846485050005,-0.022610776586516612,-0.07173446185632001,0.025707988721233727,0.8292811514884635,40,127
altC,mag_10001-20000,0.44478845437025866,0.45628246459367244,-0.011494010223413786,-0.023515991279318693,-0.00015793799899160851,0.35891183434828466,560,4440
altC,mag_10001-20000_mod6_2,0.4475785221566278,0.4586161958649639,-0.011037673708336082,-0.02785884753963416,0.006263719757596862,0.561668348772066,281,1386
altC,mag_10001-20000_mod6_4,0.44197838609796564,0.45713671294574465,-0.015158326847779013,-0.03339540484338142,0.002267253094447787,0.36169317109691057,279,1387
altC,mag_10001-20000_mod12_2,0.4475785221566278,0.4475784729819077,4.9174720073708045e-08,-0.01873344618724179,0.019047918637551734,0.7911419012728447,281,552
altC,mag_10001-20000_mod12_10,0.44197838609796564,0.44385003469558354,-0.0018716485976179031,-0.02107707302467978,0.018552067094464105,0.9172559801546817,279,554
altC,mag_10001-20000_mod30_2,0.42974027738947174,0.4561352259387141,-0.026394948549242347,-0.06234518586410229,0.008499988998165904,0.22129755982489152,72,261
altC,mag_10001-20000_mod30_4,0.4348774660818478,0.4452837485463674,-0.010406282464519578,-0.04763408025564512,0.024981204634266556,0.853795387271506,68,265
altC,mag_10001-20000_mod30_8,0.46878735257409465,0.45832494979249905,0.010462402781595603,-0.020230539011363548,0.041682346122314896,0.3615533821076382,71,262
altC,mag_10001-20000_mod30_14,0.4617871599135481,0.45538475566051084,0.0064024042530372305,-0.025401732842179527,0.03710211167857306,0.6083136158224722,71,263
altC,mag_10001-20000_mod30_16,0.4681144160664544,0.4567776324731608,0.011336783593293598,-0.023308239979089096,0.044727650791313134,0.09537867264380143,71,263
altC,mag_10001-20000_mod30_22,0.4264760360599935,0.46743552633917046,-0.04095949027917695,-0.07701373679512764,-0.005098914762706935,0.03572726780415644,71,262
altC,mag_10001-20000_mod30_26,0.4292160353335499,0.4601563226770564,-0.030940287343506512,-0.07065269528605597,0.008055301586955353,0.24172005270895947,67,266
altC,mag_10001-20000_mod30_28,0.4380344916925939,0.4575379327620071,-0.019503441069413208,-0.05640318145830771,0.016316391728989528,0.3377894481835959,69,264
