,R1p,R2p,R3p,cluster,nearest_target_idx
72,0.776584797860222,0.11799656819794956,0.1054186339418284,1,1
73,0.44810917573433096,0.3404687926953955,0.21142203157027362,0,2
74,0.3425381295366146,0.4456785979325937,0.21178327253079163,2,2
75,0.6662794470314564,0.19817198782539164,0.13554856514315217,1,1
76,0.2381964073762153,0.483435402374866,0.27836819024891873,2,2
77,0.5908132960519288,0.09146134333515185,0.3177253606129194,1,1
78,0.5196834641297458,0.2882406276486907,0.1920759082215635,0,2
79,0.3705562204600885,0.4204976035254767,0.20894617601443485,2,2
80,0.2672827130031164,0.46076488307743896,0.27195240391944464,2,2
81,0.4581593376483874,0.3348703285694453,0.20697033378216734,0,2
82,0.48420057042030407,0.27790216655021216,0.23789726302948375,0,2
83,0.5231476547712829,0.2985654679570815,0.17828687727163556,0,2
84,0.47291818013620524,0.312896060245056,0.21418575961873873,0,2
85,0.394465087997075,0.40288862182378643,0.20264629017913874,0,2
86,0.3608442890698939,0.4622839607163938,0.17687175021371232,2,2
87,0.4281804736987441,0.24905504802435255,0.32276447827690335,0,2
88,0.33584013825771547,0.4684397445597263,0.19572011718255836,2,2
89,0.45329073337706594,0.35684970484727224,0.1898595617756619,0,2
90,0.29010551660946654,0.44562192608251255,0.26427255730802096,2,2
91,0.36973826332974685,0.3772424951826047,0.2530192414876485,0,2
92,0.5639069432096893,0.10741170383852554,0.3286813529517852,1,1
93,0.4812790833169845,0.27355378426847393,0.24516713241454158,0,2
94,0.3975503067047711,0.38093521264603536,0.22151448064919366,0,2
95,0.24548313595664764,0.4414570245263741,0.31305983951697824,2,2
96,0.23387774067862271,0.4974776791695904,0.268644580151787,2,2
97,0.6466394646622046,0.2213394473863038,0.1320210879514917,1,1
98,0.5863665969056551,0.24117622835044683,0.1724571747438981,1,1
99,0.27023724473400673,0.46787804637954367,0.26188470888644955,2,2
100,0.6001870629962489,0.21048479903940098,0.18932813796435005,1,1
101,0.7845751900623604,0.11938701159078709,0.09603779834685243,1,1
102,0.2597190228413929,0.49689977256608253,0.24338120459252435,2,2
103,0.6239985955006586,0.21399302397240466,0.1620083805269369,1,1
104,0.5181546078095313,0.2725118180646433,0.2093335741258256,0,2
105,0.3792173227250091,0.4339121064725592,0.1868705708024317,2,2
106,0.5010992132657633,0.31257151717968645,0.18632926955455023,0,2
107,0.2618019787980442,0.45186006659887323,0.2863379546030827,2,2
108,0.4848767476874883,0.30938512872439994,0.20573812358811178,0,2
109,0.4506850874128209,0.39255371497552805,0.156761197611651,0,2
110,0.5033681743665043,0.06524220408489667,0.431389621548599,0,2
111,0.43032261811834144,0.2973532258741803,0.2723241560074782,0,2
112,0.3861318981966592,0.3822055343049836,0.23166256749835717,0,2
113,0.5001526641297563,0.06202712427939345,0.4378202115908503,0,2
114,0.4455084095653376,0.16365832181146897,0.39083326862319334,0,2
115,0.4814978178588144,0.28152668236848727,0.23697549977269844,0,2
116,0.272623268239438,0.48402124647556316,0.24335548528499884,2,2
117,0.5474985292776396,0.26509132829910287,0.18741014242325746,0,2
118,0.3307046005169258,0.4386072446741873,0.23068815480888685,2,2
119,0.409086218425571,0.3623435951380737,0.22857018643635515,0,2
120,0.7608385037574966,0.12880652917842544,0.11035496706407802,1,1
121,0.4258493584802217,0.33442045681424115,0.2397301847055371,0,2
122,0.4054636489910596,0.3611421415490477,0.2333942094598927,0,2
123,0.5434138249357434,0.11819821460658435,0.33838796045767217,0,2
124,0.2918764879711578,0.47341203742292426,0.2347114746059179,2,2
125,0.29738214211088787,0.42329293174145916,0.27932492614765303,2,2
126,0.3909647555276461,0.2701874857091763,0.33884775876317763,0,2
127,0.34172012781262456,0.4248787427426789,0.23340112944469651,2,2
128,0.45888636910287045,0.3619063833679118,0.17920724752921782,0,2
129,0.4871540613928847,0.3176221948321097,0.19522374377500576,0,2
130,0.3802473649836803,0.4151776555560097,0.20457497946031003,2,2
131,0.4026198258048245,0.37535136501331895,0.22202880918185658,0,2
132,0.5517757924225138,0.22662802006905808,0.22159618750842805,0,2
133,0.6008274166852209,0.25596247762761404,0.14321010568716516,1,1
134,0.2980253311416976,0.4445808508316518,0.2573938180266507,2,2
135,0.42284352480633564,0.383185299045625,0.19397117614803935,0,2
136,0.3987893437851663,0.3597445263004996,0.2414661299143342,0,2
137,0.3829849930181202,0.3558326545324386,0.2611823524494412,0,2
138,0.6541593869342595,0.19674317813846226,0.1490974349272783,1,1
139,0.3447039786507153,0.3613990423572719,0.2938969789920129,0,2
140,0.46021960868072076,0.28165441015440235,0.25812598116487684,0,2
141,0.31100838330050123,0.4776740590620255,0.21131755763747329,2,2
142,0.6097347770321947,0.09705658265275553,0.2932086403150497,1,1
143,0.41300643095113465,0.385825684985003,0.20116788406386232,0,2
144,0.4052879389102274,0.3579373797461489,0.2367746813436237,0,2
145,0.3633409694107935,0.36308142260780574,0.27357760798140074,0,2
146,0.5118714086420654,0.3258969232568654,0.16223166810106915,0,2
147,0.3809318871549012,0.3924530980388319,0.22661501480626692,0,2
148,0.4803063190248559,0.346879878826354,0.17281380214879002,0,2
149,0.2596400558956914,0.4813097423973748,0.2590502017069338,2,2
150,0.46669300093577293,0.28337867762103697,0.24992832144319022,0,2
151,0.39829324403701155,0.4001878086212928,0.20151894734169581,0,2
152,0.48868233326015187,0.26457594671423457,0.24674172002561356,0,2
153,0.5266167349090196,0.29105004707554016,0.1823332180154403,0,2
154,0.5825027942684307,0.23933684335612362,0.1781603623754457,1,1
155,0.31902639005046685,0.42472064725233316,0.25625296269720005,2,2
156,0.5235310949837995,0.30321812768189105,0.1732507773343096,0,2
157,0.393153290686759,0.3275252927854738,0.27932141652776726,0,2
158,0.43321356508347425,0.3132342643791823,0.25355217053734347,0,2
159,0.36381621667151665,0.4183252006283769,0.2178585827001063,2,2
160,0.209624682010012,0.42881023556411646,0.36156508242587154,2,2
161,0.6587357337378642,0.1859160470938532,0.15534821916828256,1,1
162,0.26889167584472323,0.4869099157337766,0.2441984084215002,2,2
163,0.44490159902201093,0.349559698467527,0.20553870251046213,0,2
164,0.4672510342330091,0.35408169229870035,0.17866727346829042,0,2
165,0.23785593010979528,0.47125055397698384,0.29089351591322093,2,2
166,0.6052100249535332,0.23560879854460284,0.15918117650186403,1,1
167,0.6176688844223358,0.2053699423855879,0.17696117319207633,1,1
168,0.5164643152919296,0.13448890517551748,0.34904677953255286,0,2
169,0.28600413443794365,0.5102709533752373,0.2037249121868191,2,2
170,0.41793479964932595,0.340807500214332,0.24125770013634198,0,2
171,0.45707337355855954,0.3572840966345386,0.18564252980690196,0,2
172,0.3470981695077456,0.3701811987790846,0.2827206317131699,0,2
173,0.38630718011059223,0.3962046937338188,0.21748812615558896,0,2
174,0.41043004711620873,0.3581595951984533,0.231410357685338,0,2
175,0.4904447530726921,0.27510508200295525,0.23445016492435267,0,2
176,0.3768970646025985,0.37302090828464096,0.25008202711276056,0,2
177,0.9236102524778784,0.056534037000594256,0.01985571052152731,1,1
178,0.3146583892095675,0.43993924923752276,0.2454023615529098,2,2
179,0.4467275965933828,0.3876487944196567,0.1656236089869605,0,2
180,0.5134960031140974,0.28062991625075495,0.20587408063514773,0,2
181,0.27560000058790196,0.3840178564118811,0.340382143000217,2,2
182,0.677708226127237,0.17004125881504772,0.15225051505771517,1,1
183,0.6008927950263291,0.2179091252903854,0.18119807968328552,1,1
184,0.2349408325954073,0.4618281727759258,0.3032309946286668,2,2
185,0.4415930346776631,0.4097419004342887,0.14866506488804807,0,2
186,0.3661486542906227,0.417986578836521,0.2158647668728562,2,2
187,0.4034543440174886,0.3900193480131482,0.20652630796936322,0,2
188,0.4894330131902635,0.323776106518371,0.18679088029136548,0,2
189,0.5959075901717534,0.24915527244136831,0.1549371373868784,1,1
190,0.412050310233525,0.3542134384045969,0.233736251361878,0,2
191,0.3103788254544371,0.46580823999995,0.22381293454561296,2,2
192,0.465187478766382,0.2245798256569026,0.3102326955767154,0,2
193,0.5261756822525425,0.3039641432594494,0.16986017448800794,0,2
194,0.36696305783006844,0.43541321774472824,0.19762372442520346,2,2
195,0.49370572729745216,0.28081211318493576,0.22548215951761205,0,2
196,0.4409774902178532,0.37869688131848106,0.18032562846366584,0,2
197,0.35340839761734216,0.42579430108446537,0.2207973012981925,2,2
198,0.46293174366098405,0.3436824617732311,0.19338579456578484,0,2
199,0.25917786451961705,0.48341995728080495,0.25740217819957806,2,2
200,0.454293813338418,0.37316143233605265,0.17254475432552935,0,2
201,0.4173707641729352,0.3831906743386467,0.19943856148841804,0,2
202,0.25123709474783745,0.4627925852410424,0.28597032001112027,2,2
203,0.4324593617888547,0.3375360056417092,0.2300046325694361,0,2
204,0.5828156060186167,0.26564991537348664,0.15153447860789662,1,1
205,0.3900100543027612,0.14995965340085582,0.460030292296383,0,2
206,0.5447260400694184,0.25656304201976116,0.19871091791082054,0,2
207,0.3216003944207007,0.4398228890520424,0.238576716527257,2,2
208,0.584900947302498,0.22660430027150402,0.1884947524259978,1,1
209,0.6347472660857367,0.20001881211636688,0.16523392179789642,1,1
210,0.3469814868106041,0.397498078764819,0.25552043442457695,2,2
211,0.6569748135438264,0.18364832309654536,0.1593768633596284,1,1
212,0.2980137855738316,0.40879084649886427,0.29319536792730405,2,2
213,0.5150181751668778,0.2834213957761419,0.20156042905698032,0,2
214,0.2190133599215325,0.5085976270359961,0.2723890130424714,2,2
215,0.5738531317758758,0.25759732448016187,0.16854954374396233,1,1
216,0.47110381824904835,0.3577961341254069,0.17110004762554476,0,2
217,0.33200404800464917,0.40673992351604965,0.26125602847930113,2,2
218,0.40628856016974635,0.2259549405754565,0.3677564992547972,0,2
219,0.44337454500132084,0.37111354138077196,0.18551191361790723,0,2
220,0.31734586837418993,0.46541555693434283,0.2172385746914673,2,2
221,0.5259409921906061,0.292688995550949,0.18137001225844482,0,2
222,0.48010853578371626,0.31581665834969247,0.2040748058665913,0,2
223,0.4630930403680619,0.34682259207977395,0.19008436755216404,0,2
224,0.3650477245588185,0.4239741431932418,0.2109781322479397,2,2
225,0.8008390407072747,0.10561091165704933,0.0935500476356759,1,1
226,0.2616260082059586,0.49566903582821165,0.24270495596582978,2,2
227,0.33923333763410507,0.44282133254924266,0.21794532981665227,2,2
228,0.3768987528649707,0.419995872259935,0.2031053748750941,2,2
229,0.492265474565531,0.2638541166311027,0.24388040880336623,0,2
230,0.6775526996935609,0.18810494453197424,0.13434235577446488,1,1
231,0.40425271822634123,0.3422360193577872,0.2535112624158715,0,2
232,0.5809406052272416,0.2325322326725355,0.18652716210022302,1,1
233,0.3711683178135686,0.4186162853992105,0.2102153967872208,2,2
234,0.4746651650330533,0.3205910867402511,0.20474374822669555,0,2
235,0.34268618674908086,0.20247176639312678,0.4548420468577924,0,2
236,0.2264070195504401,0.44199304354589175,0.3315999369036681,2,2
237,0.4520301193466082,0.3071751619548562,0.24079471869853553,0,2
238,0.3527784321410175,0.41305649058892313,0.2341650772700594,2,2
239,0.3596641730237201,0.39894037329172194,0.2413954536845579,2,2
240,0.3543867744483071,0.337336501318354,0.30827672423333885,0,2
241,0.4681041092351893,0.03929915934087702,0.4925967314239338,0,2
242,0.2420700064432044,0.4525661384543747,0.3053638551024208,2,2
243,0.37930087045736083,0.3513612991396945,0.26933783040294473,0,2
244,0.2880899540387067,0.4672673143971494,0.24464273156414393,2,2
245,0.5394014902213802,0.3048939437382449,0.15570456604037483,0,2
246,0.5668956850247312,0.23798439809725827,0.19511991687801067,1,1
247,0.6597666541691019,0.18628124702727206,0.1539520988036262,1,1
248,0.2969080175338666,0.45565093802659823,0.24744104443953505,2,2
249,0.5735402816236205,0.2314328622291473,0.19502685614723222,1,1
250,0.2539308373427352,0.48014933256370335,0.26591983009356146,2,2
251,0.5352374747265689,0.14057378038754728,0.32418874488588395,0,2
252,0.6924311535852186,0.17277902436682632,0.13478982204795503,1,1
253,0.4253344434117392,0.344274620356698,0.2303909362315628,0,2
254,0.28117026488179714,0.47993693564492096,0.23889279947328185,2,2
255,0.24480750062299222,0.4805935267075667,0.2745989726694409,2,2
256,0.4651434261303207,0.3560842613334159,0.17877231253626336,0,2
257,0.3752591898163953,0.42950317220574424,0.1952376379778604,2,2
258,0.28681907081506575,0.4210618638695067,0.29211906531542753,2,2
259,0.5248153247150144,0.2976918623939942,0.17749281289099147,0,2
260,0.46325306288032125,0.3021280988352956,0.23461883828438315,0,2
261,0.39302309440666966,0.3917213529902043,0.21525555260312612,0,2
262,0.38583183436762364,0.411361722052028,0.2028064435803485,0,2
263,0.2680920585500144,0.4653540744125944,0.26655386703739126,2,2
264,0.18765477034008404,0.5387792692065881,0.27356596045332787,2,2
265,0.4579737529055286,0.29474205104043416,0.24728419605403726,0,2
266,0.3290684854282762,0.3633130248594888,0.3076184897122349,2,2
267,0.35191614352238954,0.45514618058743966,0.19293767589017063,2,2
268,0.3174595308412699,0.3865657266735937,0.2959747424851366,2,2
269,0.33950334130607884,0.4044436981916806,0.25605296050224047,2,2
270,0.4406175433247814,0.3466375664647814,0.21274489021043713,0,2
271,0.39617794299011216,0.3075128452856135,0.2963092117242743,0,2
272,0.5756400148964894,0.22972446052441667,0.19463552457909383,1,1
273,0.6174157635153399,0.20566860745899157,0.17691562902566857,1,1
274,0.42474136967749254,0.3355246167893661,0.23973401353314125,0,2
275,0.588990511812839,0.06568115547676721,0.3453283327103937,1,1
276,0.7072872125714413,0.17395566878623986,0.11875711864231885,1,1
277,0.5086849919170374,0.3066999466391308,0.18461506144383175,0,2
278,0.32450643785929123,0.44445425223812085,0.23103930990258775,2,2
279,0.5002956808829685,0.32011725816088926,0.17958706095614219,0,2
280,0.3099764810830054,0.429057120876308,0.2609663980406866,2,2
281,0.5269028155235399,0.25274187663219405,0.22035530784426613,0,2
282,0.3310288520671285,0.3840329672585344,0.284938180674337,2,2
283,0.33295703690022593,0.3716418377380505,0.2954011253617235,2,2
284,0.4823442732947707,0.3436645640662383,0.173991162638991,0,2
285,0.42106687913627777,0.3180592083353295,0.2608739125283926,0,2
286,0.598675543636355,0.21240988442644707,0.18891457193719796,1,1
287,0.47820084234517624,0.07652437765529035,0.44527477999953335,0,2
288,0.23275839929045214,0.507688008713424,0.25955359199612377,2,2
289,0.27911258117551024,0.3662501239225462,0.3546372949019435,2,2
290,0.5541943569989224,0.22812448064397295,0.21768116235710458,0,2
291,0.3698249411794322,0.4275804179534352,0.20259464086713266,2,2
292,0.6181091020377051,0.2266618121218596,0.15522908584043543,1,1
293,0.2823542815766273,0.3780142413157195,0.3396314771076533,2,2
294,0.4394767365819901,0.333910029631568,0.2266132337864418,0,2
295,0.41895219791335486,0.08219024222451411,0.49885755986213093,0,2
296,0.33842743524084995,0.39528345257800324,0.2662891121811468,2,2
297,0.36307352797145204,0.3557023066502094,0.28122416537833866,0,2
298,0.45385004759885716,0.3554109194343084,0.19073903296683453,0,2
299,0.5324524691357131,0.2752847687634999,0.19226276210078694,0,2
300,0.47402199232028286,0.16667875322447886,0.35929925445523836,0,2
301,0.4101704045823037,0.3815312803617137,0.20829831505598254,0,2
302,0.5492589884861778,0.24977498382268526,0.20096602769113692,0,2
303,0.3929867349510911,0.40689978809608557,0.20011347695282328,0,2
304,0.44039724055590235,0.34783874865477754,0.21176401078932017,0,2
305,0.493632536809365,0.2791858496342506,0.2271816135563846,0,2
306,0.6495378244929835,0.20692333094429463,0.14353884456272195,1,1
307,0.5180122986064076,0.29556503056642386,0.18642267082716843,0,2
308,0.34038108301894615,0.25961571840911096,0.4000031985719429,0,2
309,0.31187121241888033,0.3736122919750403,0.3145164956060793,2,2
310,0.5251103917312419,0.3145315253869592,0.16035808288179895,0,2
311,0.21859956704765005,0.5253351342636611,0.2560652986886889,2,2
312,0.3483931334516262,0.3585513083890922,0.2930555581592816,0,2
313,0.3317215394624885,0.12224935527126862,0.5460291052662428,0,2
314,0.3887983656211438,0.3184004148523644,0.29280121952649174,0,2
315,0.5059212580503565,0.33508580468654486,0.1589929372630986,0,2
316,0.45624271792161697,0.32671190598469474,0.21704537609368826,0,2
317,0.46707546165569036,0.2869480780041758,0.2459764603401337,0,2
318,0.3937969343778151,0.3496496600950061,0.25655340552717887,0,2
319,0.4858224758407629,0.3276527986426069,0.18652472551663019,0,2
320,0.33049207512017487,0.41887399061381975,0.2506339342660055,2,2
321,0.24151027195846528,0.4969423490341394,0.2615473790073953,2,2
322,0.28742759274075347,0.42908778931522856,0.2834846179440179,2,2
323,0.28766197784852554,0.39701256610815205,0.3153254560433223,2,2
324,0.44284340176927434,0.29910314512590935,0.2580534531048163,0,2
325,0.49558193238310483,0.19085909192810127,0.31355897568879393,0,2
326,0.41154238827423667,0.39493213764382307,0.19352547408194026,0,2
327,0.41881781021408565,0.34338551816371177,0.23779667162220258,0,2
328,0.3915583889740062,0.3792934471378353,0.22914816388815848,0,2
329,0.317064808568327,0.4595296864882675,0.22340550494340553,2,2
330,0.20143662956057978,0.5349461042356876,0.26361726620373266,2,2
331,0.4915512596528407,0.29707765944837916,0.21137108089878015,0,2
332,0.38767482484536203,0.3854083800983371,0.22691679505630089,0,2
333,0.29600465199580084,0.46266804873885914,0.24132729926533997,2,2
334,0.6600068597882913,0.1912918656638005,0.1487012745479082,1,1
335,0.5298923640731664,0.26409857100646333,0.20600906492037027,0,2
336,0.2820648429008305,0.4078364973653086,0.3100986597338608,2,2
337,0.23234953441319658,0.4380333977905523,0.32961706779625116,2,2
338,0.4584216684245902,0.35101702489214615,0.1905613066832637,0,2
339,0.2877908428923226,0.42902554721734154,0.2831836098903359,2,2
340,0.22586911991042086,0.5094005875180803,0.26473029257149894,2,2
341,0.534881886064059,0.2829330715288972,0.1821850424070439,0,2
342,0.5852252564029233,0.2246940726430138,0.19008067095406309,1,1
343,0.3022911367065514,0.4391676968933699,0.2585411664000786,2,2
344,0.4470001807487179,0.31868151935103134,0.23431829990025085,0,2
345,0.28384248799188405,0.4607410491484611,0.255416462859655,2,2
346,0.3859770303398662,0.23141381745595893,0.38260915220417485,0,2
347,0.43041217752117455,0.36211422812890187,0.20747359434992352,0,2
348,0.37257034101474495,0.4273692838657666,0.20006037511948835,2,2
349,0.35401187842799303,0.3778147688941361,0.2681733526778709,0,2
350,0.46566024306430104,0.3044261131414632,0.22991364379423587,0,2
351,0.4597788174746961,0.3480179291268773,0.19220325339842662,0,2
352,0.35747519329009,0.42495206015893966,0.21757274655097028,2,2
353,0.6602644502948011,0.18381366892431542,0.15592188078088356,1,1
354,0.5925967089100579,0.2374544891209716,0.16994880196897058,1,1
355,0.27383829475756544,0.4892534630091831,0.2369082422332514,2,2
356,0.32406512424219897,0.4441348522243896,0.2318000235334114,2,2
357,0.5032158150850051,0.20842140653229912,0.28836277838269575,0,2
358,0.21228409109682883,0.5000885306696345,0.2876273782335365,2,2
359,0.437074593164288,0.31636339976785005,0.24656200706786202,0,2
360,0.512167704933781,0.16080449419559484,0.32702780087062405,0,2
361,0.48639636258012336,0.33680620596488736,0.17679743145498936,0,2
362,0.18305021415455675,0.5183312675868885,0.2986185182585547,2,2
363,0.1587405957686446,0.5527822035301414,0.28847720070121396,2,2
364,0.4938705120053265,0.27755018802969467,0.22857929996497886,0,2
365,0.36533625151173227,0.15384851800853488,0.48081523047973296,0,2
366,0.4588385850102305,0.29530094012373637,0.24586047486603305,0,2
367,0.11399004139226468,0.5752926575388915,0.3107173010688439,2,2
368,0.3827919008738266,0.36841263898320153,0.24879546014297177,0,2
369,0.4063187903655836,0.34766544467372584,0.2460157649606906,0,2
370,0.5991236645609259,0.1001759447575109,0.3007003906815633,1,1
371,0.475244269988012,0.3506326842586888,0.17412304575329912,0,2
372,0.4217177169172708,0.3853027737203744,0.19297950936235483,0,2
373,0.5822947172150182,0.2589656034989085,0.15873967928607324,1,1
374,0.4642446878461241,0.32865233191920384,0.20710298023467213,0,2
375,0.5848861253477821,0.229689715579607,0.18542415907261092,1,1
376,0.25057802801018936,0.41068315310047937,0.33873881888933116,2,2
377,0.26400484021403914,0.4866695816746083,0.24932557811135259,2,2
378,0.6070232946635445,0.2703917277477871,0.12258497758866838,1,1
379,0.5047459205342217,0.2715554802163714,0.22369859924940697,0,2
380,0.30003938609666936,0.41439497065777614,0.28556564324555456,2,2
381,0.5229742650023321,0.10125632130679281,0.3757694136908751,0,2
382,0.3157166683765175,0.4176227562029307,0.2666605754205517,2,2
383,0.2631926815629396,0.47602440972268956,0.26078290871437093,2,2
384,0.376175057271075,0.41170792900196346,0.21211701372696168,2,2
385,0.39205933425791645,0.36344809629211094,0.24449256944997264,0,2
386,0.4300604316138444,0.29812095042624875,0.2718186179599069,0,2
387,0.252094320855585,0.29444021025433725,0.4534654688900778,2,2
388,0.4778770514547393,0.26959056985537266,0.2525323786898881,0,2
389,0.34639166334627336,0.43597154413479317,0.21763679251893345,2,2
390,0.33525601484251616,0.43384047930115455,0.2309035058563293,2,2
391,0.3609102190836586,0.41212170427603084,0.22696807664031043,2,2
392,0.5052997175574611,0.29176538064117724,0.20293490180136178,0,2
393,0.3419356345091953,0.4314822326073615,0.22658213288344317,2,2
394,0.38327076053841963,0.374967378468271,0.24176186099330932,0,2
395,0.23081346031912311,0.4752611252821003,0.29392541439877656,2,2
396,0.532469858333764,0.2794202125579191,0.1881099291083169,0,2
397,0.5612227544869338,0.2301439351977448,0.2086333103153214,0,2
398,0.4856274475370609,0.2811371310232679,0.2332354214396712,0,2
399,0.39306263085125487,0.3658592085801624,0.24107816056858275,0,2
400,0.23984135394101777,0.5159605891741731,0.24419805688480925,2,2
401,0.3211507962394019,0.4058634341545852,0.27298576960601284,2,2
402,0.34446439474411017,0.4361432626470095,0.2193923426088805,2,2
403,0.5163351125214806,0.31111672266580237,0.17254816481271704,0,2
404,0.3608611350955135,0.4304088939499338,0.20872997095455256,2,2
405,0.44719964809900664,0.38127331403627857,0.17152703786471477,0,2
406,0.4974568631135228,0.29357692078547926,0.20896621610099794,0,2
407,0.2291065763930217,0.4669759372042553,0.30391748640272304,2,2
408,0.4510648437290379,0.2791156533059088,0.26981950296505336,0,2
409,0.252865796588481,0.488370213937343,0.25876398947417606,2,2
410,0.28434007706011194,0.45725114587728044,0.2584087770626077,2,2
411,0.3470958423837476,0.2672372079854237,0.38566694963082876,0,2
412,0.5467336769124072,0.25489235570444174,0.19837396738315125,0,2
413,0.45580959163622575,0.3354997546737562,0.2086906536900181,0,2
414,0.4774896847149088,0.3285394996685757,0.1939708156165155,0,2
415,0.6379219898315184,0.2015488980805562,0.16052911208792542,1,1
416,0.34920448983919894,0.42081500769436947,0.22998050246643162,2,2
417,0.512755206623429,0.3065831536782863,0.18066163969828475,0,2
418,0.43305872341615914,0.335137826936827,0.23180344964701385,0,2
419,0.32317293456281143,0.4220363949652127,0.25479067047197584,2,2
420,0.5820386361439162,0.2135545755630618,0.2044067882930221,1,1
421,0.4573290164591528,0.3440588290232181,0.19861215451762912,0,2
422,0.540512064437094,0.25952941625111137,0.19995851931179462,0,2
423,0.36416865404985427,0.3091443123917712,0.3266870335583747,0,2
