split,model_id,n,steps,pred,residual
train,12,524,30.0,56.25779226472281,-26.25779226472281
train,12,526,79.0,64.3866033256921,14.613396674307893
train,12,528,30.0,42.95374665373602,-12.953746653736019
train,12,530,123.0,63.524641572985026,59.475358427014974
train,12,532,30.0,56.04886133411977,-26.04886133411977
train,12,534,22.0,63.41528838476067,-41.41528838476067
train,12,536,30.0,50.25762234788108,-20.25762234788108
train,12,538,30.0,64.63302691252899,-34.63302691252899
train,12,540,43.0,56.22031509648286,-13.220315096482857
train,12,542,43.0,63.76922602361221,-20.769226023612212
train,12,544,17.0,36.84491366773346,-19.844913667733458
train,12,546,30.0,63.65806094902993,-33.65806094902993
train,12,548,92.0,56.772229964327245,35.227770035672755
train,12,550,92.0,64.87401423909384,27.12598576090616
train,12,552,17.0,50.02103133744597,-33.02103133744597
train,12,554,17.0,64.00845417748468,-47.00845417748468
train,12,556,43.0,56.5557312999402,-13.555731299940199
train,12,558,43.0,63.895555428501055,-20.895555428501055
train,12,560,17.0,44.39562373981498,-27.39562373981498
train,12,562,43.0,65.10979999204548,-22.10979999204548
train,12,564,17.0,56.719836788376554,-39.719836788376554
train,12,566,61.0,64.24255561711844,-3.242555617118441
train,12,568,105.0,50.34925906205532,54.65074093794468
train,12,570,105.0,64.12799644850955,40.87200355149045
train,12,572,105.0,57.264613430840235,47.735386569159765
train,12,574,43.0,65.34060398124905,-22.340603981249046
train,12,576,25.0,31.049743549740146,-6.049743549740146
train,12,578,30.0,64.47174547359013,-34.47174547359013
train,12,580,118.0,57.04117770892818,60.95882229107182
train,12,582,118.0,64.35559459320943,53.64440540679057
train,12,584,118.0,51.242842024261,66.757157975739
train,12,586,118.0,65.56663237118839,52.43336762881161
train,12,588,118.0,57.19853892074384,60.80146107925616
train,12,590,56.0,64.69622561454457,-8.696225614544574
train,12,592,25.0,44.26799996115894,-19.267999961158942
train,12,594,74.0,64.57854755199965,9.421452448000352
train,12,596,25.0,57.73675614043164,-32.73675614043164
train,12,598,118.0,65.7880787875458,52.2119212124542
train,12,600,17.0,50.978851623795286,-33.978851623795286
train,12,602,17.0,64.91618571257882,-47.91618571257882
train,12,604,17.0,57.50693835132032,-40.50693835132032
train,12,606,43.0,64.79704115128371,-21.797041151283707
train,12,608,25.0,39.080039980093,-14.080039980092998
train,12,610,38.0,66.00512531383394,-28.005125313833943
train,12,612,38.0,57.65808775342711,-19.65808775342711
train,12,614,38.0,65.13180420817199,-27.131804208171985
train,12,616,25.0,51.28116351378192,-26.28116351378192
train,12,618,25.0,65.01125028505604,-40.011250285056036
train,12,620,87.0,58.190256696642834,28.809743303357166
train,12,622,87.0,66.21794339093378,20.782056609066217
train,12,624,38.0,44.87272846811738,-6.87272846811738
train,12,626,131.0,65.34324917940978,65.65675082059022
train,12,628,38.0,57.95454778958151,-19.95454778958151
train,12,630,38.0,65.2213397559914,-27.221339755991394
train,12,632,38.0,52.15019682000247,-14.15019682000247
train,12,634,38.0,66.42669463067297,-28.42669463067297
train,12,636,56.0,58.09995718466111,-2.0999571846611076
train,12,638,56.0,65.55067912912486,-9.550679129124859
train,12,640,12.0,19.939598093231336,-7.939598093231336
train,12,642,25.0,65.42746503717137,-40.42746503717137
train,12,644,100.0,58.62653149056949,41.37346850943051
train,12,646,100.0,66.63153155311707,33.36846844688293
train,12,648,25.0,51.862917635433796,-26.862917635433796
train,12,650,25.0,65.7542436986875,-40.7542436986875
train,12,652,25.0,58.38536786195061,-33.38536786195061
train,12,654,144.0,65.62977296326805,78.37022703673195
train,12,656,113.0,46.21317276424126,66.78682723575875
train,12,658,51.0,66.83259825599995,-15.832598255999955
train,12,660,113.0,58.52545726674214,54.47454273325786
train,12,662,25.0,65.95408431649926,-40.95408431649926
train,12,664,113.0,52.143106863167894,60.856893136832106
train,12,666,113.0,65.82840235888176,47.17159764111824
train,12,668,69.0,59.04684138219771,9.953158617802288
train,12,670,69.0,67.0300310236531,1.9699689763469053
train,12,672,12.0,39.27226112696135,-27.272261126961347
train,12,674,113.0,66.15033478822885,46.84966521177115
train,12,676,51.0,58.80061266931931,-7.800612669319307
train,12,678,51.0,66.02348461076811,-15.023484610768108
train,12,680,12.0,52.991098144593025,-40.991098144593025
train,12,682,12.0,67.22395888187881,-55.223958881878815
train,12,684,126.0,58.935757626030934,67.06424237396907
train,12,686,126.0,66.34312183495956,59.65687816504044
train,12,688,33.0,45.99432000450498,-12.994320004504978
train,12,690,126.0,66.21514418986119,59.78485581013881
train,12,692,33.0,59.45231367003825,-26.45231367003825
train,12,694,126.0,67.41450410442607,58.58549589557393
train,12,696,33.0,52.68378024787914,-19.68378024787914
train,12,698,33.0,66.53256558466983,-33.532565584669825
train,12,700,82.0,59.201369201016504,22.798630798983496
train,12,702,82.0,66.40349912828822,15.596500871711783
train,12,704,20.0,34.503833447706285,-14.503833447706285
train,12,706,126.0,67.60178267604695,58.39821732395305
train,12,708,33.0,59.33190684238542,-26.331906842385422
train,12,710,33.0,66.71878002181916,-33.71878002181916
train,12,712,33.0,52.944863959651094,-19.944863959651094
train,12,714,33.0,66.58866145595286,-33.58866145595286
train,12,716,33.0,59.843960313547555,-26.843960313547555
train,12,718,51.0,67.78590471652608,-16.785904716526076
train,12,720,20.0,46.51655487992154,-26.516554879921543
train,12,722,46.0,66.90187339925417,-20.90187339925417
train,12,724,20.0,59.58861448217141,-39.58861448217141
train,12,726,46.0,66.77073760073135,-20.77073760073135
train,12,728,95.0,53.77461919201673,41.22538080798327
train,12,730,95.0,67.96697486956425,27.033025130435746
train,12,732,95.0,59.71484859672249,35.28515140327751
train,12,734,46.0,67.08194861616143,-21.081948616161426
train,12,736,20.0,40.317271120884676,-20.317271120884676
train,12,738,20.0,66.94982875586126,-46.94982875586126
train,12,740,46.0,60.222693150067364,-14.222693150067364
train,12,742,46.0,68.14509265995527,-22.145092659955267
train,12,744,20.0,53.449876659691505,-33.449876659691505
train,12,746,20.0,67.2591035653712,-47.259103565371205
train,12,748,46.0,59.963229923686384,-13.963229923686384
train,12,750,46.0,67.12603121769783,-21.12603121769783
train,12,752,108.0,47.782041723619834,60.217958276380166
train,12,754,64.0,68.32035282210836,-4.320352822108362
train,12,756,108.0,60.08543521265502,47.91456478734498
train,12,758,59.0,67.4334314529472,-8.433431452947204
train,12,760,108.0,53.694294153343414,54.305705846656586
train,12,762,108.0,67.29943669666086,40.70056330333914
train,12,764,46.0,60.58933668218045,-14.589336682180452
train,12,766,46.0,68.49284560263125,-22.49284560263125
train,12,768,15.0,13.2464678246781,1.7535321753219009
train,12,770,33.0,67.60502109267425,-34.60502109267425
train,12,772,121.0,60.32601340519357,60.67398659480643
train,12,774,121.0,67.47013260388596,53.52986739611404
train,12,776,121.0,54.50809310742979,66.49190689257021
train,12,778,121.0,68.6626570393935,52.337342960606506
train,12,780,121.0,60.4444390811235,60.5555609188765
train,12,782,121.0,67.7739571777738,53.226042822226205
train,12,784,28.0,47.49477870418254,-19.494778704182544
train,12,786,59.0,67.63820231582261,-8.63820231582261
train,12,788,28.0,60.94463888661166,-32.94463888661166
train,12,790,77.0,68.82986921923022,8.170130780769782
train,12,792,28.0,54.168059805693105,-26.168059805693105
train,12,794,28.0,67.94032053192755,-39.940320531927554
train,12,796,121.0,60.677689507637844,60.322310492362156
train,12,798,121.0,67.80372541878485,53.19627458121515
train,12,800,28.0,42.232547846989725,-14.232547846989725
train,12,802,20.0,68.99456051621878,-48.99456051621878
train,12,804,20.0,60.79256235316003,-40.79256235316003
train,12,806,20.0,68.1041883414725,-48.104188341472494
train,12,808,28.0,54.39781124076271,-26.397811240762707
train,12,810,28.0,67.96677793524968,-39.96677793524968
train,12,812,41.0,61.28928040100262,-20.28928040100262
train,12,814,41.0,69.15680581225956,-28.156805812259563
train,12,816,28.0,47.95432753686581,-19.95432753686581
train,12,818,41.0,68.26563437043623,-27.26563437043623
train,12,820,28.0,61.018918225442796,-33.018918225442796
train,12,822,134.0,68.12743253351388,65.87256746648612
train,12,824,90.0,55.19753131800856,34.80246868199144
train,12,826,90.0,69.31667670151482,20.683323298485178
train,12,828,90.0,61.130445206578365,28.869554793421635
train,12,830,134.0,68.42472915991327,65.57527084008673
train,12,832,15.0,35.27386753438078,-20.273867534380777
train,12,834,134.0,68.285758722157,65.714241277843
train,12,836,41.0,61.62388237219253,-20.623882372192533
train,12,838,41.0,69.47424168010285,-28.47424168010285
train,12,840,41.0,54.84397173996747,-13.843971739967472
train,12,842,41.0,68.58154021313001,-27.581540213130012
train,12,844,41.0,61.35030242154945,-20.35030242154945
train,12,846,33.0,68.44182303061218,-35.441823030612184
train,12,848,15.0,49.16216211990439,-34.16216211990439
train,12,850,59.0,69.62956632230535,-10.629566322305351
train,12,852,15.0,61.458672931187685,-46.458672931187685
train,12,854,54.0,68.73613216741434,-14.73613216741434
train,12,856,103.0,55.060717581998546,47.939282418001454
train,12,858,103.0,68.59568917701992,34.40431082298008
train,12,860,103.0,61.949013193413386,41.050986806586614
train,12,862,41.0,69.78271344442255,-28.782713444422555
train,12,864,116.0,42.1591574188725,73.8408425811275
train,12,866,28.0,68.88856695416614,-40.88856695416614
train,12,868,28.0,61.6723942369127,-33.6723942369127
train,12,870,28.0,68.74741822442374,-40.74741822442374
train,12,872,116.0,55.84792324439884,60.15207675560116
train,12,874,116.0,69.93374325730075,46.06625674269925
train,12,876,54.0,61.77778202953994,-7.777782029539942
train,12,878,54.0,69.03890394781952,-15.03890394781952
train,12,880,116.0,48.821697050180845,67.17830294981916
train,12,882,28.0,68.8970687262667,-40.897068726266696
train,12,884,116.0,62.26519431397006,53.73480568602994
train,12,886,54.0,70.08271350845939,-16.082713508459392
train,12,888,72.0,55.48231311311601,16.517686886883993
train,12,890,72.0,69.18720010469356,2.8127998953064406
train,12,892,72.0,61.985700625626244,10.014299374373756
train,12,894,98.0,69.04469686205614,28.955303137943858
train,12,896,23.0,25.82530541374789,-2.8253054137478912
train,12,898,116.0,70.229679614657,45.770320385343
train,12,900,54.0,62.08826549292767,-8.088265492927668
train,12,902,54.0,69.33351009254412,-15.333510092544117
train,12,904,15.0,55.68744693614039,-40.68744693614039
train,12,906,15.0,69.19035656398313,-54.19035656398313
train,12,908,15.0,62.57290527053828,-47.57290527053828
train,12,910,41.0,70.37469478565775,-29.374694785657752
train,12,912,36.0,49.231997409469635,-13.231997409469635
train,12,914,129.0,69.47788641155428,59.52211358844572
train,12,916,36.0,62.29068815501801,-26.29068815501801
train,12,918,129.0,69.33409963521113,59.66590036478887
train,12,920,36.0,56.46345559774424,-20.463455597744243
train,12,922,36.0,70.5178101398903,-34.5178101398903
train,12,924,129.0,62.39057738291431,66.6094226170857
train,12,926,129.0,69.62037950743317,59.37962049256683
train,12,928,23.0,42.98002003131784,-19.980020031317842
train,12,930,36.0,69.4759758604828,-33.475975860482805
train,12,932,85.0,62.872588061966944,22.127411938033056
train,12,934,85.0,70.65907481262802,14.34092518737198
train,12,936,23.0,56.08704162007446,-33.08704162007446
train,12,938,23.0,69.76103787723349,-46.76103787723349
train,12,940,129.0,62.58778718482136,66.41221281517863
train,12,942,129.0,69.61603310963595,59.38396689036405
train,12,944,36.0,50.394111777628694,-14.394111777628694
train,12,946,36.0,70.79853605726375,-34.798536057263746
train,12,948,36.0,62.68513682528141,-26.68513682528141
train,12,950,28.0,69.89990816844245,-41.89990816844245
train,12,952,36.0,56.28174439691175,-20.281744396911748
train,12,954,36.0,69.7543174345675,-33.7543174345675
train,12,956,54.0,63.16465096776913,-9.164650967769127
train,12,958,54.0,70.93623934020069,-16.936239340200686
train,12,960,23.0,36.91769394618495,-13.917693946184947
train,12,962,49.0,70.03703527185323,-21.037035271853227
train,12,964,23.0,62.87739551938089,-39.87739551938089
train,12,966,23.0,69.89087316013652,-46.89087316013652
train,12,968,98.0,57.04767583980582,40.95232416019418
train,12,970,98.0,71.07222842983725,26.927771570162747
train,12,972,98.0,62.97233150456618,35.02766849543382
train,12,974,142.0,70.17246240867958,71.82753759132042
train,12,976,23.0,50.0110883801612,-27.011088380161198
train,12,978,49.0,70.02574296945564,-21.025742969455635
train,12,980,23.0,63.44947189309098,-40.44947189309098
train,12,982,142.0,71.20654548008079,70.79345451991921
train,12,984,49.0,56.66152076439376,-7.661520764393757
train,12,986,49.0,70.30623121233636,-21.306231212336357
train,12,988,49.0,63.15988161067161,-14.159881610671611
train,12,990,98.0,70.15896798398138,27.841032016018616
train,12,992,111.0,44.703572882885936,66.29642711711406
train,12,994,23.0,71.33923110878942,-48.33923110878942
train,12,996,49.0,63.25252073230026,-14.252520732300262
train,12,998,49.0,70.43838180527324,-21.438381805273238
train,12,1000,111.0,56.84680202024013,54.15319797975987
train,12,1002,111.0,70.29058783877922,40.70941216122078
train,12,1004,67.0,63.727401308920996,3.272598691079004
train,12,1006,67.0,71.47032447150679,-4.470324471506785
train,12,1008,111.0,50.38167499609371,60.61832500390629
train,12,1010,62.0,70.56895287121658,-8.568952871216581
train,12,1012,111.0,63.43558737683765,47.56441262316235
train,12,1014,36.0,70.4206407533085,-34.420640753308504
train,12,1016,49.0,57.60361604312446,-8.603616043124461
train,12,1018,49.0,71.59986333082517,-22.599863330825173
train,12,1020,49.0,63.52603814987197,-14.526038149871972
train,12,1022,62.0,70.69798172314464,-8.697981723144636
train,12,1024,10.0,-1.179428506744351,11.179428506744351
train,12,1026,36.0,70.54916359804314,-34.54916359804314
train,12,1028,124.0,63.99876484492744,60.00123515507256
train,12,1030,124.0,71.72788412168384,52.27211587831616
train,12,1032,124.0,57.20863315646204,66.79136684353796
train,12,1034,124.0,70.82550436729505,53.17449563270495
train,12,1036,124.0,63.70483069033725,60.29516930966275
train,12,1038,62.0,70.6761919572187,-8.676191957218705
train,12,1040,31.0,51.50664401636677,-20.50664401636677
