to_R1,to_R2,to_R3,cluster,assigned_regime
0.8337764191328364,0.38579434731384366,0.9213437250486309,0,transcendence
0.9863975682832344,0.43069141586749,0.8784135837337783,1,creation
0.9009787637488227,0.8540783407233158,0.9529704293785506,2,optimization
